Zip Code,Price,Beds,Baths,Living Space,Address,City,State,Zip Code Population,Zip Code Density,County,Median Household Income,Latitude,Longitude,county_num,city_num,state_num,address_num
76116,155500.0,3,1,741,5045 PAMELA DR,Fort Worth,Texas,49319,1550.2,Tarrant,81639.0,32.72128,-97.44766,56,138,21,21586
76140,359900.0,4,3,2131,9616 DAN MEYER DR,Fort Worth,Texas,31703,448.3,Tarrant,79855.0,32.62012,-97.27036,56,138,21,21839
76179,519900.0,4,3,3409,7804 REGATTA CT,Fort Worth,Texas,70425,524.3,Tarrant,119057.0,32.91397,-97.43947,56,138,21,21877
76137,289900.0,3,2,1674,7305 WHITEWOOD DR,Fort Worth,Texas,59273,1684.5,Tarrant,101544.0,32.85864,-97.29137,56,138,21,21806
76179,355923.0,4,2,1731,2636 ONEIDA LN,Fort Worth,Texas,70425,524.3,Tarrant,119057.0,32.91397,-97.43947,56,138,21,22011
76131,333990.0,4,2,2083,8217 WADING RIVER DRIVE,Fort Worth,Texas,47569,1182.0,Tarrant,113511.0,32.88227,-97.34895,56,138,21,21713
76133,345000.0,3,3,2301,3513 ASHFORD AVE,Fort Worth,Texas,54186,2244.0,Tarrant,86796.0,32.6538,-97.37746,56,138,21,21756
76179,334990.0,3,3,1889,7401 LAKE VISTA WAY,Fort Worth,Texas,70425,524.3,Tarrant,119057.0,32.91397,-97.43947,56,138,21,21935
76131,311990.0,3,2,1447,8228 WADING RIVER DRIVE,Fort Worth,Texas,47569,1182.0,Tarrant,113511.0,32.88227,-97.34895,56,138,21,21684
76107,995900.0,3,4,3424,1221 VIRGINIA PL,Fort Worth,Texas,29929,1078.4,Tarrant,128940.0,32.74176,-97.38202,56,138,21,21402
76104,278500.0,3,2,1517,1504 E CANNON ST,Fort Worth,Texas,18956,1246.7,Tarrant,61241.0,32.72848,-97.31819,56,138,21,21362
76179,445381.0,5,3,3060,10609 TUXINAW TRL,Fort Worth,Texas,70425,524.3,Tarrant,119057.0,32.91397,-97.43947,56,138,21,21960
76107,285000.0,3,2,1434,5324 BLACKMORE AVE,Fort Worth,Texas,29929,1078.4,Tarrant,128940.0,32.74176,-97.38202,56,138,21,21414
76179,504900.0,5,4,3939,7608 BOAT WIND RD,Fort Worth,Texas,70425,524.3,Tarrant,119057.0,32.91397,-97.43947,56,138,21,21871
76179,279999.0,3,2,1411,2820 SLATEWOOD DR,Fort Worth,Texas,70425,524.3,Tarrant,119057.0,32.91397,-97.43947,56,138,21,21964
76112,449900.0,4,3,4292,5813 END O TRL,Fort Worth,Texas,42404,1445.0,Tarrant,71452.0,32.74831,-97.21828,56,138,21,21531
76179,499900.0,4,4,3375,5613 MOUNT STORM WAY,Fort Worth,Texas,70425,524.3,Tarrant,119057.0,32.91397,-97.43947,56,138,21,21969
76179,337224.0,3,2,1659,2628 YUPIK LN,Fort Worth,Texas,70425,524.3,Tarrant,119057.0,32.91397,-97.43947,56,138,21,21933
76164,425000.0,3,1,2301,1317 GRAND AVE,Fort Worth,Texas,14081,1377.0,Tarrant,56160.0,32.7808,-97.35411,56,138,21,21850
76104,219000.0,3,2,1032,1200 NEW YORK AVE,Fort Worth,Texas,18956,1246.7,Tarrant,61241.0,32.72848,-97.31819,56,138,21,21349
76111,299900.0,2,2,1428,2509 LILLIAN ST,Fort Worth,Texas,21591,1124.4,Tarrant,68016.0,32.7804,-97.30116,56,138,21,21506
76137,425000.0,4,3,2640,3825 WEATHERSTONE DR,Fort Worth,Texas,59273,1684.5,Tarrant,101544.0,32.85864,-97.29137,56,138,21,21833
76114,529000.0,3,3,2233,5116 SLATE ST,Fort Worth,Texas,27683,1103.5,Tarrant,78036.0,32.77365,-97.40417,56,138,21,21555
76179,473083.0,4,4,3060,10452 POTAWATOMI LN,Fort Worth,Texas,70425,524.3,Tarrant,119057.0,32.91397,-97.43947,56,138,21,21882
76135,377000.0,4,3,2937,5816 FATHOM DR,Fort Worth,Texas,18939,285.2,Tarrant,102108.0,32.83708,-97.46621,56,138,21,21789
76108,315000.0,4,3,2593,10225 HIGH EAGLE TRL,Fort Worth,Texas,44125,395.3,Tarrant,97311.0,32.77943,-97.51811,56,138,21,21437
76109,650000.0,3,2,1646,3219 WESTCLIFF RD W,Fort Worth,Texas,24606,1163.6,Tarrant,168439.0,32.70115,-97.38378,56,138,21,21476
76110,380000.0,4,2,1360,1215 LOWE ST,Fort Worth,Texas,33505,2257.0,Tarrant,89864.0,32.70678,-97.33843,56,138,21,21500
76107,345000.0,4,2,1761,5116 BLACKMORE AVE,Fort Worth,Texas,29929,1078.4,Tarrant,128940.0,32.74176,-97.38202,56,138,21,21394
76133,299000.0,3,2,1831,5536 WONDER DR,Fort Worth,Texas,54186,2244.0,Tarrant,86796.0,32.6538,-97.37746,56,138,21,21752
76123,340000.0,4,3,2876,4128 THOROUGHBRED TRL,Fort Worth,Texas,38575,1408.2,Tarrant,110087.0,32.62298,-97.40262,56,138,21,21626
76108,15900000.0,4,6,6500,319 VERNA TRL N,Fort Worth,Texas,44125,395.3,Tarrant,97311.0,32.77943,-97.51811,56,138,21,21448
76179,388863.0,4,2,1982,5944 HALLS LAKE LOOP,Fort Worth,Texas,70425,524.3,Tarrant,119057.0,32.91397,-97.43947,56,138,21,21939
76114,229900.0,2,2,1156,1101 ROARING SPRINGS RD # 1,Fort Worth,Texas,27683,1103.5,Tarrant,78036.0,32.77365,-97.40417,56,138,21,21550
76112,295000.0,3,2,1816,1813 SHEFFIELD PL,Fort Worth,Texas,42404,1445.0,Tarrant,71452.0,32.74831,-97.21828,56,138,21,21540
76179,325000.0,3,2,1844,5725 PALUXY SANDS TRL,Fort Worth,Texas,70425,524.3,Tarrant,119057.0,32.91397,-97.43947,56,138,21,21973
76140,245000.0,3,2,1415,2821 EDDIE PL,Fort Worth,Texas,31703,448.3,Tarrant,79855.0,32.62012,-97.27036,56,138,21,21835
76109,600000.0,3,2,2312,3612 DRYDEN RD,Fort Worth,Texas,24606,1163.6,Tarrant,168439.0,32.70115,-97.38378,56,138,21,21468
76132,2250000.0,5,5,7008,6037 FOREST HIGHLANDS DR,Fort Worth,Texas,26437,1376.4,Tarrant,109708.0,32.66743,-97.41827,56,138,21,21742
76137,279000.0,3,3,1674,4925 MELODYLANE ST,Fort Worth,Texas,59273,1684.5,Tarrant,101544.0,32.85864,-97.29137,56,138,21,21830
76135,265000.0,3,2,1148,6608 ROXANNE WAY,Fort Worth,Texas,18939,285.2,Tarrant,102108.0,32.83708,-97.46621,56,138,21,21792
76179,321000.0,3,2,1806,7509 INNISBROOK LN,Fort Worth,Texas,70425,524.3,Tarrant,119057.0,32.91397,-97.43947,56,138,21,21874
76179,475000.0,3,4,2191,7604 TRAILRIDGE DR,Fort Worth,Texas,70425,524.3,Tarrant,119057.0,32.91397,-97.43947,56,138,21,21995
76105,225000.0,4,2,1360,4109 BURTON AVE,Fort Worth,Texas,24277,1590.7,Tarrant,56163.0,32.72327,-97.26999,56,138,21,21378
76116,200000.0,3,2,1398,5120 CANTRELL ST,Fort Worth,Texas,49319,1550.2,Tarrant,81639.0,32.72128,-97.44766,56,138,21,21583
76131,329990.0,4,2,1875,8229 COFFEE SPRINGS DRIVE,Fort Worth,Texas,47569,1182.0,Tarrant,113511.0,32.88227,-97.34895,56,138,21,21718
76105,225000.0,3,1,1440,2132 CHRISTINE AVE,Fort Worth,Texas,24277,1590.7,Tarrant,56163.0,32.72327,-97.26999,56,138,21,21379
76123,410000.0,5,4,3435,4729 TEAROSE TRL,Fort Worth,Texas,38575,1408.2,Tarrant,110087.0,32.62298,-97.40262,56,138,21,21656
76110,395000.0,2,2,1429,2816 FRAZIER AVE,Fort Worth,Texas,33505,2257.0,Tarrant,89864.0,32.70678,-97.33843,56,138,21,21488
76137,300000.0,3,3,1584,4716 BRACKEN DR,Fort Worth,Texas,59273,1684.5,Tarrant,101544.0,32.85864,-97.29137,56,138,21,21826
76109,1300000.0,4,4,3551,2331 MEDFORD CT E,Fort Worth,Texas,24606,1163.6,Tarrant,168439.0,32.70115,-97.38378,56,138,21,21471
76135,399900.0,4,3,3122,5368 KINGSKNOWE PKWY,Fort Worth,Texas,18939,285.2,Tarrant,102108.0,32.83708,-97.46621,56,138,21,21798
76120,459900.0,4,3,2795,732 HUNTERS GLEN TRL,Fort Worth,Texas,20518,1058.6,Tarrant,91292.0,32.76742,-97.18286,56,138,21,21623
76179,345000.0,3,2,1844,8213 DEER BLUFF LN,Fort Worth,Texas,70425,524.3,Tarrant,119057.0,32.91397,-97.43947,56,138,21,21916
76120,454500.0,3,3,2638,1016 VILLA DR,Fort Worth,Texas,20518,1058.6,Tarrant,91292.0,32.76742,-97.18286,56,138,21,21617
76120,528036.0,4,3,2636,308 CORRAL ACRES WAY,Fort Worth,Texas,20518,1058.6,Tarrant,91292.0,32.76742,-97.18286,56,138,21,21619
76131,309900.0,3,2,1661,10016 DOLERITE DR,Fort Worth,Texas,47569,1182.0,Tarrant,113511.0,32.88227,-97.34895,56,138,21,21717
76133,199900.0,3,2,984,2510 BAMBERRY DR,Fort Worth,Texas,54186,2244.0,Tarrant,86796.0,32.6538,-97.37746,56,138,21,21745
76123,245000.0,3,2,1798,3308 CLOVERMEADOW DR,Fort Worth,Texas,38575,1408.2,Tarrant,110087.0,32.62298,-97.40262,56,138,21,21634
76126,920000.0,4,4,3768,12800 BELLA ROMA CT,Fort Worth,Texas,24946,140.2,Tarrant,142297.0,32.64374,-97.51767,56,138,21,21667
76116,317000.0,3,2,2442,2858 ELSINOR DR,Fort Worth,Texas,49319,1550.2,Tarrant,81639.0,32.72128,-97.44766,56,138,21,21574
76112,377000.0,4,3,2512,6205 WARRINGTON PL,Fort Worth,Texas,42404,1445.0,Tarrant,71452.0,32.74831,-97.21828,56,138,21,21530
76108,345880.0,3,2,1659,2928 FOX TRAIL LN,Fort Worth,Texas,44125,395.3,Tarrant,97311.0,32.77943,-97.51811,56,138,21,21444
