Zip Code,Price,Beds,Baths,Living Space,Address,City,State,Zip Code Population,Zip Code Density,County,Median Household Income,Latitude,Longitude,county_num,city_num,state_num,address_num
37204,2249999.0,6,7,4662,3415 SPRINGBROOK DR,Nashville,Tennessee,17047,902.4,Davidson,178418.0,36.10669,-86.77463,22,70,8,7666
37208,799000.0,2,2,1878,1410 ROSA L PARKS BLVD APT 60,Nashville,Tennessee,19546,1567.1,Davidson,86858.0,36.17691,-86.80901,22,70,8,7876
37217,400000.0,3,1,1295,909 KIRBY DR,Nashville,Tennessee,31096,676.0,Davidson,72426.0,36.10836,-86.66178,22,70,8,8297
37203,2000000.0,3,3,2104,700 12TH AVE S UNIT 1511,Nashville,Tennessee,18100,1666.1,Davidson,94336.0,36.14937,-86.78986,22,70,8,7611
37209,499999.0,2,3,1202,412 W MILL DR,Nashville,Tennessee,37363,428.7,Davidson,98701.0,36.15591,-86.91638,22,70,8,8015
37212,599900.0,1,1,1014,900 20TH AVE S APT 1303,Nashville,Tennessee,20917,2936.8,Davidson,178515.0,36.13376,-86.80167,22,70,8,8124
37221,340000.0,3,2,1442,131 WILLIAMSBURG WEST CT,Nashville,Tennessee,42232,330.5,Davidson,122269.0,36.05991,-86.97189,22,70,8,8416
37205,11300000.0,6,9,10000,4410 GERALD PL,Nashville,Tennessee,25437,688.5,Davidson,222323.0,36.11075,-86.87274,22,70,8,7722
37218,250000.0,3,1,957,3226 HINKLE DR,Nashville,Tennessee,15056,148.9,Davidson,77147.0,36.20814,-86.89158,22,70,8,8317
37218,575000.0,3,3,2180,3715 FAIRVIEW DR,Nashville,Tennessee,15056,148.9,Davidson,77147.0,36.20814,-86.89158,22,70,8,8316
37211,965000.0,3,3,2421,407 BARRYWOOD DR,Nashville,Tennessee,75073,1334.2,Davidson,84503.0,36.06704,-86.72345,22,70,8,8074
37203,1399900.0,4,5,3681,1011 ARGYLE AVE,Nashville,Tennessee,18100,1666.1,Davidson,94336.0,36.14937,-86.78986,22,70,8,7627
37209,470000.0,2,2,850,957 44TH AVE N,Nashville,Tennessee,37363,428.7,Davidson,98701.0,36.15591,-86.91638,22,70,8,8023
37216,1100000.0,5,4,2810,3818 KINGSWOOD AVE,Nashville,Tennessee,19227,1103.2,Davidson,99706.0,36.21589,-86.72676,22,70,8,8249
37209,746900.0,4,3,2316,908 31ST AVE N,Nashville,Tennessee,37363,428.7,Davidson,98701.0,36.15591,-86.91638,22,70,8,7955
