Zip Code,Price,Beds,Baths,Living Space,Address,City,State,Zip Code Population,Zip Code Density,County,Median Household Income,Latitude,Longitude,county_num,city_num,state_num,address_num
53206,114800.0,3,2,1352,2427 N 21ST ST,Milwaukee,Wisconsin,21847,3180.9,Milwaukee,44984.0,43.07524,-87.93349,35,104,13,12736
53210,199900.0,3,1,2010,2847 N 54TH ST,Milwaukee,Wisconsin,25706,3882.9,Milwaukee,53939.0,43.06889,-87.97381,35,104,13,12865
53219,150000.0,2,1,1313,5628 W MONTANA ST,Milwaukee,Wisconsin,33994,2601.9,Milwaukee,77706.0,42.99537,-87.99171,35,104,13,13137
53216,189900.0,3,2,1426,4167 N 47TH ST,Milwaukee,Wisconsin,31398,2629.5,Milwaukee,54402.0,43.08634,-87.97636,35,104,13,13004
53225,332500.0,4,3,2109,11935 W RIO ST,Milwaukee,Wisconsin,26963,1490.7,Milwaukee,62566.0,43.11443,-88.042,35,104,13,13286
53219,260000.0,3,2,1404,5233 ROBERTS DR,Milwaukee,Wisconsin,33994,2601.9,Milwaukee,77706.0,42.99537,-87.99171,35,104,13,13116
53220,378900.0,3,2,1514,4810 W EDGERTON AVE,Milwaukee,Wisconsin,27366,1902.7,Milwaukee,83329.0,42.96515,-87.99142,35,104,13,13142
53218,168000.0,3,1,912,7021 W HERBERT AVE,Milwaukee,Wisconsin,43302,2850.5,Milwaukee,55316.0,43.11469,-87.99301,35,104,13,13086
53219,269900.0,3,2,2086,8233 W EUCLID AVE,Milwaukee,Wisconsin,33994,2601.9,Milwaukee,77706.0,42.99537,-87.99171,35,104,13,13109
53213,199900.0,2,2,836,5815 W PARK HILL AVE,Milwaukee,Wisconsin,27727,2734.2,Milwaukee,118851.0,43.04889,-88.00176,35,104,13,12942
53219,199900.0,2,1,811,6437 W BENNETT AVE,Milwaukee,Wisconsin,33994,2601.9,Milwaukee,77706.0,42.99537,-87.99171,35,104,13,13112
53211,729900.0,7,4,5286,3225 N HACKETT AVE,Milwaukee,Wisconsin,34406,3350.4,Milwaukee,115914.0,43.08308,-87.88485,35,104,13,12887
53210,160000.0,3,1,2926,2343 N 47TH ST,Milwaukee,Wisconsin,25706,3882.9,Milwaukee,53939.0,43.06889,-87.97381,35,104,13,12871
53222,215000.0,3,2,1143,3271 N 86TH ST,Milwaukee,Wisconsin,24771,1771.1,Milwaukee,85609.0,43.08205,-88.03496,35,104,13,13209
53216,169900.0,3,2,1799,4326 N 37TH ST,Milwaukee,Wisconsin,31398,2629.5,Milwaukee,54402.0,43.08634,-87.97636,35,104,13,13025
53211,675000.0,6,4,3352,3477 N LAKE DR,Milwaukee,Wisconsin,34406,3350.4,Milwaukee,115914.0,43.08308,-87.88485,35,104,13,12891
53224,250000.0,3,3,2088,9009 W DOGWOOD ST,Milwaukee,Wisconsin,20989,799.3,Milwaukee,77549.0,43.16357,-88.03894,35,104,13,13261
53226,225000.0,2,1,1008,613 N 97TH ST,Milwaukee,Wisconsin,18223,1027.9,Milwaukee,117393.0,43.04975,-88.04209,35,104,13,13302
53224,294500.0,3,2,1671,6969 N 100TH ST,Milwaukee,Wisconsin,20989,799.3,Milwaukee,77549.0,43.16357,-88.03894,35,104,13,13267
53218,108000.0,2,1,750,5009 N 58TH ST,Milwaukee,Wisconsin,43302,2850.5,Milwaukee,55316.0,43.11469,-87.99301,35,104,13,13084
53207,399000.0,3,1,1485,2967 S WENTWORTH AVE,Milwaukee,Wisconsin,35120,1362.4,Milwaukee,88034.0,42.97148,-87.90152,35,104,13,12759
53210,34900.0,4,1,1555,2535 N 28TH ST,Milwaukee,Wisconsin,25706,3882.9,Milwaukee,53939.0,43.06889,-87.97381,35,104,13,12877
53206,209000.0,4,2,1414,3539 N 21ST ST,Milwaukee,Wisconsin,21847,3180.9,Milwaukee,44984.0,43.07524,-87.93349,35,104,13,12711
53225,465000.0,4,2,2976,5954 N 117TH ST,Milwaukee,Wisconsin,26963,1490.7,Milwaukee,62566.0,43.11443,-88.042,35,104,13,13301
53212,329500.0,2,2,1166,1902 N COMMERCE ST APT 501,Milwaukee,Wisconsin,29142,2763.2,Milwaukee,64769.0,43.07464,-87.90845,35,104,13,12902
53206,45000.0,4,1,1762,3544 N 16TH ST,Milwaukee,Wisconsin,21847,3180.9,Milwaukee,44984.0,43.07524,-87.93349,35,104,13,12745
53209,109900.0,2,1,1012,5062 N 39TH ST,Milwaukee,Wisconsin,46908,1663.1,Milwaukee,58890.0,43.12871,-87.94717,35,104,13,12841
53212,349900.0,2,3,1610,341 E LLOYD ST,Milwaukee,Wisconsin,29142,2763.2,Milwaukee,64769.0,43.07464,-87.90845,35,104,13,12928
53202,175000.0,2,2,850,2121 N CAMBRIDGE AVE APT 111,Milwaukee,Wisconsin,25081,4559.8,Milwaukee,95328.0,43.04561,-87.89893,35,104,13,12679
53210,219000.0,4,2,1698,2969 N 46TH ST,Milwaukee,Wisconsin,25706,3882.9,Milwaukee,53939.0,43.06889,-87.97381,35,104,13,12874
53225,320000.0,3,2,1949,11122 W KAUL AVE,Milwaukee,Wisconsin,26963,1490.7,Milwaukee,62566.0,43.11443,-88.042,35,104,13,13283
53218,119900.0,3,1,984,6918 W BIRCH CT,Milwaukee,Wisconsin,43302,2850.5,Milwaukee,55316.0,43.11469,-87.99301,35,104,13,13055
53210,165000.0,3,1,934,2832 N 61ST ST,Milwaukee,Wisconsin,25706,3882.9,Milwaukee,53939.0,43.06889,-87.97381,35,104,13,12859
53219,119900.0,2,2,924,6725 W HARRISON AVE,Milwaukee,Wisconsin,33994,2601.9,Milwaukee,77706.0,42.99537,-87.99171,35,104,13,13130
53206,54900.0,3,1,1380,3319 N 16TH ST,Milwaukee,Wisconsin,21847,3180.9,Milwaukee,44984.0,43.07524,-87.93349,35,104,13,12705
53219,249900.0,3,2,1090,7401 W BURDICK AVE,Milwaukee,Wisconsin,33994,2601.9,Milwaukee,77706.0,42.99537,-87.99171,35,104,13,13136
53216,179000.0,3,2,1532,3409 N 45TH ST,Milwaukee,Wisconsin,31398,2629.5,Milwaukee,54402.0,43.08634,-87.97636,35,104,13,13033
53209,99900.0,3,1,1157,5696 N 39TH ST,Milwaukee,Wisconsin,46908,1663.1,Milwaukee,58890.0,43.12871,-87.94717,35,104,13,12821
53223,85000.0,2,2,1003,6051 W PORT AVE APT 104,Milwaukee,Wisconsin,29397,1151.7,Milwaukee,70892.0,43.16304,-87.98996,35,104,13,13233
53209,89000.0,2,1,898,5118 N 24TH PL,Milwaukee,Wisconsin,46908,1663.1,Milwaukee,58890.0,43.12871,-87.94717,35,104,13,12822
53215,225000.0,3,2,1566,2751 S 10TH ST,Milwaukee,Wisconsin,59400,4157.7,Milwaukee,61791.0,42.99931,-87.94625,35,104,13,12989
53215,190000.0,4,2,1677,2446 S 6TH ST,Milwaukee,Wisconsin,59400,4157.7,Milwaukee,61791.0,42.99931,-87.94625,35,104,13,12992
53209,209000.0,3,2,1456,5044 N 26TH ST,Milwaukee,Wisconsin,46908,1663.1,Milwaukee,58890.0,43.12871,-87.94717,35,104,13,12817
53221,239900.0,3,1,946,4942 S 15TH ST,Milwaukee,Wisconsin,39238,1681.6,Milwaukee,74894.0,42.95445,-87.94374,35,104,13,13176
53223,128500.0,2,2,1295,9063 N 70TH ST,Milwaukee,Wisconsin,29397,1151.7,Milwaukee,70892.0,43.16304,-87.98996,35,104,13,13232
53216,175000.0,4,2,1233,3146 N 49TH ST,Milwaukee,Wisconsin,31398,2629.5,Milwaukee,54402.0,43.08634,-87.97636,35,104,13,12997
53221,274900.0,3,2,1578,1430 W VAN NORMAN AVE,Milwaukee,Wisconsin,39238,1681.6,Milwaukee,74894.0,42.95445,-87.94374,35,104,13,13150
53212,260000.0,2,2,1124,2080 N COMMERCE ST UNIT 502,Milwaukee,Wisconsin,29142,2763.2,Milwaukee,64769.0,43.07464,-87.90845,35,104,13,12908
53219,230000.0,3,1,1013,2924 S 57TH ST,Milwaukee,Wisconsin,33994,2601.9,Milwaukee,77706.0,42.99537,-87.99171,35,104,13,13111
53210,129900.0,3,2,1001,2755 N 56TH ST,Milwaukee,Wisconsin,25706,3882.9,Milwaukee,53939.0,43.06889,-87.97381,35,104,13,12851
53212,125000.0,3,2,1238,2317 N BUFFUM ST,Milwaukee,Wisconsin,29142,2763.2,Milwaukee,64769.0,43.07464,-87.90845,35,104,13,12936
