Zip Code,Price,Beds,Baths,Living Space,Address,City,State,Zip Code Population,Zip Code Density,County,Median Household Income,Latitude,Longitude,county_num,city_num,state_num,address_num
93726,365900.0,3,2,1325,2333 E AUSTIN WAY,Fresno,California,45330,2742.7,Fresno,64176.0,36.79374,-119.76161,80,229,26,33951
93720,145000.0,3,2,1344,336 E ALLUVIAL AVE SPC 89,Fresno,California,48148,1780.5,Fresno,128993.0,36.8606,-119.76228,80,229,26,33781
93722,1050000.0,4,3,3631,4125 W ELLERY WAY,Fresno,California,88116,1762.8,Fresno,93714.0,36.80003,-119.87791,80,229,26,33867
93727,480300.0,5,3,2348,3467 N CYPRESS AVE # 8,Fresno,California,79596,1398.4,Fresno,96940.0,36.75119,-119.69736,80,229,26,34026
93727,445900.0,4,3,2143,707 N. FILBERT AVE,Fresno,California,79596,1398.4,Fresno,96940.0,36.75119,-119.69736,80,229,26,34034
93705,395000.0,3,2,1456,1221 W GETTYSBURG AVE,Fresno,California,37763,2997.0,Fresno,68819.0,36.78667,-119.82851,80,229,26,33614
93650,80000.0,2,2,1200,105 W HERNDON AVE SPC 107,Fresno,California,2646,1634.8,Fresno,49110.0,36.84026,-119.80038,80,229,26,33466
93727,289999.0,2,2,1548,5847 E EL MONTE WAY,Fresno,California,79596,1398.4,Fresno,96940.0,36.75119,-119.69736,80,229,26,34092
93701,299900.0,4,2,1307,1843 E TYLER AVE,Fresno,California,10123,2569.9,Fresno,40038.0,36.74955,-119.78772,80,229,26,33471
93722,549900.0,6,3,3010,5657 W DAYTON AVE,Fresno,California,88116,1762.8,Fresno,93714.0,36.80003,-119.87791,80,229,26,33828
93727,719410.0,4,3,2652,2605 N ANNIE DR,Fresno,California,79596,1398.4,Fresno,96940.0,36.75119,-119.69736,80,229,26,34074
93720,649500.0,4,2,2862,884 E BERKSHIRE LN,Fresno,California,48148,1780.5,Fresno,128993.0,36.8606,-119.76228,80,229,26,33794
93702,365000.0,3,2,1554,3528 E KERCKHOFF AVE,Fresno,California,45095,3367.5,Fresno,52908.0,36.73942,-119.75422,80,229,26,33494
93727,499000.0,3,3,2146,6385 E LOWE AVE,Fresno,California,79596,1398.4,Fresno,96940.0,36.75119,-119.69736,80,229,26,34046
93720,500000.0,3,3,2381,7654 N MERIDIAN AVE,Fresno,California,48148,1780.5,Fresno,128993.0,36.8606,-119.76228,80,229,26,33800
