Zip Code,Price,Beds,Baths,Living Space,Address,City,State,Zip Code Population,Zip Code Density,County,Median Household Income,Latitude,Longitude,county_num,city_num,state_num,address_num
55416,399000.0,2,3,1918,3005 LAKE SHORE DR,Minneapolis,Minnesota,34181,1799.0,Hennepin,139346.0,44.94961,-93.34157,36,106,14,13923
55413,539900.0,2,3,1832,221 1ST AVE NE APT 2,Minneapolis,Minnesota,14299,1759.8,Hennepin,101666.0,44.99826,-93.24276,36,106,14,13847
55405,750000.0,3,3,2103,2500 SHERIDAN AVE S,Minneapolis,Minnesota,16523,2251.5,Hennepin,108154.0,44.97034,-93.30461,36,106,14,13443
55430,175000.0,1,1,783,4823 CAMDEN AVE N,Minneapolis,Minnesota,23191,1524.4,Hennepin,85259.0,45.0632,-93.30148,36,106,14,14114
55430,179900.0,3,1,1590,4929 ALDRICH AVE N,Minneapolis,Minnesota,23191,1524.4,Hennepin,85259.0,45.0632,-93.30148,36,106,14,14103
55408,384000.0,4,2,2621,3127 2ND AVE S,Minneapolis,Minnesota,31613,4542.7,Hennepin,97359.0,44.94364,-93.2937,36,106,14,13617
55412,174500.0,3,2,1252,3315 COLFAX AVE N,Minneapolis,Minnesota,25497,2889.9,Hennepin,84058.0,45.02612,-93.29952,36,106,14,13777
55403,166000.0,1,1,754,1770 BRYANT AVE S APT 103,Minneapolis,Minnesota,16349,4645.6,Hennepin,100893.0,44.97023,-93.28588,36,106,14,13371
55417,779800.0,4,4,3112,5249 36TH AVE S,Minneapolis,Minnesota,25610,2238.1,Hennepin,134948.0,44.9059,-93.23534,36,106,14,13975
55417,359900.0,4,3,1495,5641 42ND AVE S,Minneapolis,Minnesota,25610,2238.1,Hennepin,134948.0,44.9059,-93.23534,36,106,14,13980
55406,310000.0,2,1,1098,2924 E 25TH ST,Minneapolis,Minnesota,35997,2776.9,Hennepin,107717.0,44.93932,-93.22071,36,106,14,13504
55412,345900.0,4,2,1289,4233 NEWTON AVE N,Minneapolis,Minnesota,25497,2889.9,Hennepin,84058.0,45.02612,-93.29952,36,106,14,13822
55419,769900.0,4,3,2017,5349 IRVING AVE S,Minneapolis,Minnesota,29051,2671.7,Hennepin,181509.0,44.90586,-93.28743,36,106,14,14048
55405,1249900.0,5,5,4155,1624 W 26TH ST,Minneapolis,Minnesota,16523,2251.5,Hennepin,108154.0,44.97034,-93.30461,36,106,14,13437
55419,369000.0,3,2,1348,4407 BLAISDELL AVE,Minneapolis,Minnesota,29051,2671.7,Hennepin,181509.0,44.90586,-93.28743,36,106,14,14086
55405,319900.0,2,1,912,720 CEDAR LAKE RD S,Minneapolis,Minnesota,16523,2251.5,Hennepin,108154.0,44.97034,-93.30461,36,106,14,13445
55410,485000.0,3,2,1959,5501 THOMAS AVE S,Minneapolis,Minnesota,20525,2581.6,Hennepin,201229.0,44.91364,-93.31725,36,106,14,13666
55410,675000.0,3,3,2060,4104 BEARD AVE S,Minneapolis,Minnesota,20525,2581.6,Hennepin,201229.0,44.91364,-93.31725,36,106,14,13697
55406,399900.0,3,3,1896,4514 35TH AVE S,Minneapolis,Minnesota,35997,2776.9,Hennepin,107717.0,44.93932,-93.22071,36,106,14,13469
55406,299900.0,2,1,908,3552 37TH AVE S,Minneapolis,Minnesota,35997,2776.9,Hennepin,107717.0,44.93932,-93.22071,36,106,14,13511
55406,279900.0,3,1,1125,3928 45TH AVE S,Minneapolis,Minnesota,35997,2776.9,Hennepin,107717.0,44.93932,-93.22071,36,106,14,13512
55410,1100000.0,4,4,3582,5333 CHOWEN AVE S,Minneapolis,Minnesota,20525,2581.6,Hennepin,201229.0,44.91364,-93.31725,36,106,14,13693
55406,245000.0,1,1,861,3661 38TH AVE S,Minneapolis,Minnesota,35997,2776.9,Hennepin,107717.0,44.93932,-93.22071,36,106,14,13532
