Zip Code,Price,Beds,Baths,Living Space,Address,City,State,Zip Code Population,Zip Code Density,County,Median Household Income,Latitude,Longitude,county_num,city_num,state_num,address_num
76006,384900.0,3,2,2018,2623 RIVERCREST DR,Arlington,Texas,24547,1240.4,Tarrant,80496.0,32.78511,-97.10019,56,132,21,20718
76005,1950000.0,5,6,4627,1342 ISLAND VISTA DR,Arlington,Texas,3967,457.8,Tarrant,219184.0,32.80057,-97.08001,56,132,21,20638
76010,330000.0,4,2,2000,401 HARRIETT ST,Arlington,Texas,57448,2517.8,Tarrant,53719.0,32.72271,-97.08065,56,132,21,20765
76016,392000.0,4,2,2126,4204 EAGLE RIDGE DR,Arlington,Texas,31008,1353.4,Tarrant,119556.0,32.68907,-97.18868,56,132,21,20998
76017,330000.0,3,2,1901,5403 RIMROCK CT,Arlington,Texas,45429,1718.5,Tarrant,110896.0,32.66223,-97.16237,56,132,21,21110
76016,339000.0,3,2,2288,4612 ROCKLAND DR,Arlington,Texas,31008,1353.4,Tarrant,119556.0,32.68907,-97.18868,56,132,21,21038
76002,339000.0,3,3,1908,8106 ABBEY GLEN CT,Arlington,Texas,34402,1862.6,Tarrant,119505.0,32.62233,-97.09265,56,132,21,20579
76011,330000.0,4,3,1896,400 N PECAN ST,Arlington,Texas,21701,1030.3,Tarrant,64660.0,32.7543,-97.08223,56,132,21,20812
76002,319000.0,3,3,2272,701 CLIFFMERE DR,Arlington,Texas,34402,1862.6,Tarrant,119505.0,32.62233,-97.09265,56,132,21,20619
76011,140000.0,1,1,656,1204 HARWELL DR APT 2125,Arlington,Texas,21701,1030.3,Tarrant,64660.0,32.7543,-97.08223,56,132,21,20804
76013,359000.0,3,2,2165,1900 SILVER LEAF DR,Arlington,Texas,34457,1482.2,Tarrant,87586.0,32.72027,-97.15652,56,132,21,20925
76017,285000.0,3,3,1517,3808 DREW LN,Arlington,Texas,45429,1718.5,Tarrant,110896.0,32.66223,-97.16237,56,132,21,21094
76016,435000.0,4,3,2478,4320 WAYCROSS DR,Arlington,Texas,31008,1353.4,Tarrant,119556.0,32.68907,-97.18868,56,132,21,21063
76005,599990.0,3,2,2212,4818 EMERALD GRV,Arlington,Texas,3967,457.8,Tarrant,219184.0,32.80057,-97.08001,56,132,21,20691
76013,392000.0,4,3,2756,714 WAGGONER DR,Arlington,Texas,34457,1482.2,Tarrant,87586.0,32.72027,-97.15652,56,132,21,20887
76010,229000.0,4,2,1737,2006 IDA ST,Arlington,Texas,57448,2517.8,Tarrant,53719.0,32.72271,-97.08065,56,132,21,20737
76013,325000.0,3,2,2006,2100 JUANITA DR,Arlington,Texas,34457,1482.2,Tarrant,87586.0,32.72027,-97.15652,56,132,21,20889
