Zip Code,Price,Beds,Baths,Living Space,Address,City,State,Zip Code Population,Zip Code Density,County,Median Household Income,Latitude,Longitude,county_num,city_num,state_num,address_num
87109,350000.0,3,2,1599,6821 KELLY ANN RD NE,Albuquerque,New Mexico,40249,1556.7,Bernalillo,76565.0,35.15285,-106.57543,75,176,24,29899
87109,369900.0,3,2,1454,8801 DEMOCRACY RD NE,Albuquerque,New Mexico,40249,1556.7,Bernalillo,76565.0,35.15285,-106.57543,75,176,24,29892
87109,475000.0,3,3,2577,7700 CALLOW ST NE,Albuquerque,New Mexico,40249,1556.7,Bernalillo,76565.0,35.15285,-106.57543,75,176,24,29912
87105,175000.0,3,2,949,233 LA VIDA NUEVA DEL OESTE SW,Albuquerque,New Mexico,54138,520.4,Bernalillo,61862.0,34.99512,-106.68644,75,176,24,29744
87111,299000.0,3,2,1100,10524 GUADALAJARA AVE NE,Albuquerque,New Mexico,57518,1748.6,Bernalillo,109573.0,35.13824,-106.51589,75,176,24,30017
87121,309000.0,3,2,1586,3019 KRAFT CT SW,Albuquerque,New Mexico,75378,86.4,Bernalillo,66128.0,35.01031,-106.87816,75,176,24,30413
87107,665000.0,4,3,2513,1604 CAMINO ROSARIO NW,Albuquerque,New Mexico,27981,737.6,Bernalillo,85532.0,35.13747,-106.64363,75,176,24,29813
87108,365900.0,4,3,2031,1040 QUINCY ST SE,Albuquerque,New Mexico,36433,2393.1,Bernalillo,55047.0,35.07235,-106.57835,75,176,24,29881
87108,226000.0,4,3,1919,700 CARDENAS DR SE,Albuquerque,New Mexico,36433,2393.1,Bernalillo,55047.0,35.07235,-106.57835,75,176,24,29864
87110,359500.0,3,2,1636,2919 FLORIDA ST NE,Albuquerque,New Mexico,40307,1774.2,Bernalillo,80483.0,35.10812,-106.57816,75,176,24,29969
87106,360000.0,3,2,1167,1202 GIRARD BLVD NE,Albuquerque,New Mexico,25844,278.6,Bernalillo,75283.0,35.00818,-106.61185,75,176,24,29750
87111,415000.0,4,2,2156,3805 CAMINO DON DIEGO NE,Albuquerque,New Mexico,57518,1748.6,Bernalillo,109573.0,35.13824,-106.51589,75,176,24,29984
87121,280000.0,3,2,1156,9408 WATER STONE RD SW,Albuquerque,New Mexico,75378,86.4,Bernalillo,66128.0,35.01031,-106.87816,75,176,24,30433
87102,314000.0,2,1,1120,708 WALTER ST SE,Albuquerque,New Mexico,19056,1127.5,Bernalillo,50092.0,35.08116,-106.64636,75,176,24,29686
87111,250000.0,2,2,1203,4701 MORRIS ST NE APT 1504,Albuquerque,New Mexico,57518,1748.6,Bernalillo,109573.0,35.13824,-106.51589,75,176,24,30021
87114,697000.0,3,3,2339,10504 REDBUD ST NW,Albuquerque,New Mexico,69717,1285.7,Bernalillo,96944.0,35.19718,-106.68216,75,176,24,30195
87121,336590.0,4,2,1602,19642 N VALEDON SW,Albuquerque,New Mexico,75378,86.4,Bernalillo,66128.0,35.01031,-106.87816,75,176,24,30346
87107,599000.0,3,3,1716,1856 CALLE BARBARITA NW,Albuquerque,New Mexico,27981,737.6,Bernalillo,85532.0,35.13747,-106.64363,75,176,24,29815
87104,380000.0,2,2,1765,2409 NORTHWEST CIR NW,Albuquerque,New Mexico,13468,1237.5,Bernalillo,95522.0,35.10278,-106.67492,75,176,24,29709
87108,1200000.0,3,5,5602,910 IDLEWILDE LN SE,Albuquerque,New Mexico,36433,2393.1,Bernalillo,55047.0,35.07235,-106.57835,75,176,24,29869
87108,209900.0,2,1,1450,408 TEXAS ST NE,Albuquerque,New Mexico,36433,2393.1,Bernalillo,55047.0,35.07235,-106.57835,75,176,24,29858
87114,975000.0,3,3,2375,1024 EL PUEBLO RD NW,Albuquerque,New Mexico,69717,1285.7,Bernalillo,96944.0,35.19718,-106.68216,75,176,24,30217
87113,285000.0,2,2,1160,7523 WILLOW RUN DR NE,Albuquerque,New Mexico,16879,437.8,Bernalillo,114025.0,35.19249,-106.5708,75,176,24,30134
87106,275000.0,2,1,1097,408 CARLISLE BLVD SE,Albuquerque,New Mexico,25844,278.6,Bernalillo,75283.0,35.00818,-106.61185,75,176,24,29779
87120,375000.0,3,2,1785,7832 RIDGEVIEW DR NW,Albuquerque,New Mexico,66118,442.9,Bernalillo,98519.0,35.14097,-106.76522,75,176,24,30339
