Zip Code,Price,Beds,Baths,Living Space,Address,City,State,Zip Code Population,Zip Code Density,County,Median Household Income,Latitude,Longitude,county_num,city_num,state_num,address_num
73013,417500.0,4,3,2657,6208 NW 161ST CIR,Edmond,Oklahoma,56547,668.0,Oklahoma,144686.0,35.62149,-97.49614,47,119,20,18058
73012,385000.0,3,3,2546,1505 NW 172ND ST,Edmond,Oklahoma,42003,476.0,Oklahoma,140148.0,35.66815,-97.59315,47,119,20,17958
73013,530000.0,4,4,4411,15244 WORTHINGTON LN,Edmond,Oklahoma,56547,668.0,Oklahoma,144686.0,35.62149,-97.49614,47,119,20,18050
73012,265000.0,4,2,2042,608 NW 174TH ST,Edmond,Oklahoma,42003,476.0,Oklahoma,140148.0,35.66815,-97.59315,47,119,20,17973
73012,399000.0,3,2,2542,2200 NW 182ND ST,Edmond,Oklahoma,42003,476.0,Oklahoma,140148.0,35.66815,-97.59315,47,119,20,18017
73012,351720.0,3,3,1937,505 NW 176TH TER,Edmond,Oklahoma,42003,476.0,Oklahoma,140148.0,35.66815,-97.59315,47,119,20,17994
73012,210000.0,3,2,1420,17513 WOODSORREL RD,Edmond,Oklahoma,42003,476.0,Oklahoma,140148.0,35.66815,-97.59315,47,119,20,18012
73013,390000.0,4,3,2384,16409 OLD OLIVE WAY,Edmond,Oklahoma,56547,668.0,Oklahoma,144686.0,35.62149,-97.49614,47,119,20,18074
73013,535000.0,8,4,3385,13705 OXFORD DR,Edmond,Oklahoma,56547,668.0,Oklahoma,144686.0,35.62149,-97.49614,47,119,20,18063
73012,311990.0,4,2,1701,18024 SUNNY STONE LN,Edmond,Oklahoma,42003,476.0,Oklahoma,140148.0,35.66815,-97.59315,47,119,20,18009
73012,245000.0,3,2,1454,18129 PIEDRA DR,Edmond,Oklahoma,42003,476.0,Oklahoma,140148.0,35.66815,-97.59315,47,119,20,17976
73012,174000.0,3,1,1405,903 VALLEY CT,Edmond,Oklahoma,42003,476.0,Oklahoma,140148.0,35.66815,-97.59315,47,119,20,17957
73012,256990.0,3,2,1257,2637 NW 199TH ST,Edmond,Oklahoma,42003,476.0,Oklahoma,140148.0,35.66815,-97.59315,47,119,20,17975
