Unnamed: 0,Zip Code,Price,Beds,Baths,Living Space,Address,City,State,Zip Code Population,Zip Code Density,County,Median Household Income,Latitude,Longitude,price_label,county_num,city_num,state_num,address_num
18301,21210,995000.0,7,5,5374,818 W UNIVERSITY PKWY,Baltimore,Maryland,15942,1785.5,Baltimore,177368.0,39.35878,-76.63521,7,8,20,3,17722
20147,21230,187500.0,2,1,812,318 OTTERBEIN ST,Baltimore,Maryland,33995,2077.5,Baltimore,130270.0,39.26651,-76.62213,1,8,20,3,19518
9278,21216,269900.0,5,3,2590,3720 WOODHAVEN AVE,Baltimore,Maryland,27643,3231.9,Baltimore,57575.0,39.3108,-76.67145,2,8,20,3,8959
34267,21224,75000.0,3,1,1580,3923 MOUNT PLEASANT AVE,Baltimore,Maryland,46110,1908.9,Baltimore,116132.0,39.28309,-76.54088,0,8,20,3,33250
19972,21213,134900.0,3,2,1456,3106 KENTUCKY AVE,Baltimore,Maryland,29579,3327.9,Baltimore,61034.0,39.31501,-76.57723,1,8,20,3,19343
19977,21213,224250.0,3,3,140,2614 GROGAN AVE,Baltimore,Maryland,29579,3327.9,Baltimore,61034.0,39.31501,-76.57723,1,8,20,3,19348
27802,21212,475000.0,3,2,2064,637 REGESTER AVE,Baltimore,Maryland,34525,2906.8,Baltimore,154547.0,39.3678,-76.61456,3,8,20,3,27021
34270,21224,50000.0,2,2,814,17 S CONKLING ST,Baltimore,Maryland,46110,1908.9,Baltimore,116132.0,39.28309,-76.54088,0,8,20,3,33253
9162,21201,269900.0,4,3,2396,833 W LOMBARD ST,Baltimore,Maryland,17773,5405.4,Baltimore,66437.0,39.29487,-76.62237,2,8,20,3,8844
20060,21223,139000.0,3,3,1200,2704 EDMONDSON AVE,Baltimore,Maryland,20531,3018.9,Baltimore,52088.0,39.28421,-76.65323,1,8,20,3,19431
19935,21206,175500.0,4,2,1344,4222 SHELDON AVE,Baltimore,Maryland,51643,2749.3,Baltimore,80189.0,39.33932,-76.53706,1,8,20,3,19306
9266,21215,279900.0,6,4,2400,3705 PARK HEIGHTS AVE,Baltimore,Maryland,52550,2978.7,Baltimore,73244.0,39.34578,-76.68367,2,8,20,3,8947
20128,21229,220000.0,3,2,1200,905 MOUNT HOLLY ST,Baltimore,Maryland,43933,2857.5,Baltimore,68602.0,39.28509,-76.69083,1,8,20,3,19499
5240,21224,539800.0,4,3,1890,3711 HUDSON ST,Baltimore,Maryland,46110,1908.9,Baltimore,116132.0,39.28309,-76.54088,4,8,20,3,5036
20087,21224,199000.0,2,3,984,233 N ROSE ST,Baltimore,Maryland,46110,1908.9,Baltimore,116132.0,39.28309,-76.54088,1,8,20,3,19458
220,21202,715000.0,3,3,2740,10 E LEE ST APT 2402,Baltimore,Maryland,21314,5093.5,Baltimore,83102.0,39.29705,-76.60747,5,8,20,3,212
9213,21209,259000.0,2,2,1437,3 PIPE HILL CT # 3A,Baltimore,Maryland,30146,1802.3,Baltimore,129887.0,39.37261,-76.66802,2,8,20,3,8895
20174,21239,200000.0,3,2,1462,1324 WINSTON AVE,Baltimore,Maryland,29619,3902.2,Baltimore,90400.0,39.36517,-76.58709,1,8,20,3,19545
20125,21229,189999.0,3,2,1260,40 MORLEY STREET,Baltimore,Maryland,43933,2857.5,Baltimore,68602.0,39.28509,-76.69083,1,8,20,3,19496
20151,21230,225000.0,3,2,770,516 WYETH ST,Baltimore,Maryland,33995,2077.5,Baltimore,130270.0,39.26651,-76.62213,1,8,20,3,19522
19965,21212,145000.0,3,2,1152,533 CHATEAU AVE,Baltimore,Maryland,34525,2906.8,Baltimore,154547.0,39.3678,-76.61456,1,8,20,3,19336
9217,21209,374900.0,3,4,2096,6949 COPPERBEND LN,Baltimore,Maryland,30146,1802.3,Baltimore,129887.0,39.37261,-76.66802,2,8,20,3,8899
27818,21224,499900.0,4,4,1725,443 S ROBINSON ST,Baltimore,Maryland,46110,1908.9,Baltimore,116132.0,39.28309,-76.54088,3,8,20,3,27037
20123,21229,195000.0,3,2,1116,427 GWYNN AVE,Baltimore,Maryland,43933,2857.5,Baltimore,68602.0,39.28509,-76.69083,1,8,20,3,19494
34196,21201,115000.0,1,1,558,1018 N CHARLES ST APT R,Baltimore,Maryland,17773,5405.4,Baltimore,66437.0,39.29487,-76.62237,0,8,20,3,33179
9376,21231,375000.0,3,3,1990,2216 GOUGH ST,Baltimore,Maryland,15746,7008.7,Baltimore,115116.0,39.28775,-76.592,2,8,20,3,9057
9358,21230,349000.0,3,3,1990,1702 S HANOVER ST,Baltimore,Maryland,33995,2077.5,Baltimore,130270.0,39.26651,-76.62213,2,8,20,3,9039
34235,21216,99900.0,2,1,840,1115 WHEELER AVE,Baltimore,Maryland,27643,3231.9,Baltimore,57575.0,39.3108,-76.67145,0,8,20,3,33218
9330,21224,299900.0,2,1,984,609 S CURLEY ST,Baltimore,Maryland,46110,1908.9,Baltimore,116132.0,39.28309,-76.54088,2,8,20,3,9011
9190,21206,349900.0,4,2,1127,4418 KENWOOD AVE,Baltimore,Maryland,51643,2749.3,Baltimore,80189.0,39.33932,-76.53706,2,8,20,3,8872
20017,21216,210000.0,4,3,1142,2863 W LAFAYETTE AVE,Baltimore,Maryland,27643,3231.9,Baltimore,57575.0,39.3108,-76.67145,1,8,20,3,19388
5225,21209,549900.0,4,3,2342,2910 LIGHTFOOT DR,Baltimore,Maryland,30146,1802.3,Baltimore,129887.0,39.37261,-76.66802,4,8,20,3,5021
27798,21211,459500.0,3,3,1260,3434 HICKORY AVE,Baltimore,Maryland,16420,2211.2,Baltimore,99117.0,39.32857,-76.6389,3,8,20,3,27017
9163,21201,310000.0,4,2,1980,1105 MYRTLE AVE,Baltimore,Maryland,17773,5405.4,Baltimore,66437.0,39.29487,-76.62237,2,8,20,3,8845
9343,21229,355000.0,5,2,2124,4201 MARYLAND PL,Baltimore,Maryland,43933,2857.5,Baltimore,68602.0,39.28509,-76.69083,2,8,20,3,9024
20118,21229,245000.0,3,2,1406,104 WESTOWNE RD,Baltimore,Maryland,43933,2857.5,Baltimore,68602.0,39.28509,-76.69083,1,8,20,3,19489
19963,21212,179900.0,3,2,1330,854 BENNINGHAUS RD,Baltimore,Maryland,34525,2906.8,Baltimore,154547.0,39.3678,-76.61456,1,8,20,3,19334
