Unnamed: 0,Zip Code,Price,Beds,Baths,Living Space,Address,City,State,Zip Code Population,Zip Code Density,County,Median Household Income,Latitude,Longitude,price_label,county_num,city_num,state_num,address_num
7818,89143,549999.0,3,3,1781,8100 ARTISTIC HEIGHTS CT,Las Vegas,Nevada,13602,1497.4,Clark,111199.0,36.32168,-115.29288,4,57,76,25,7539
26429,89120,225000.0,2,2,987,3160 TARPON DR UNIT 102,Las Vegas,Nevada,24418,1336.2,Clark,90201.0,36.08065,-115.09585,1,57,76,25,25709
17353,89118,269000.0,2,2,1091,5012 S RAINBOW BLVD UNIT 102,Las Vegas,Nevada,22701,827.0,Clark,92463.0,36.07778,-115.21306,2,57,76,25,16850
32736,89107,470000.0,4,3,2014,6129 ELTON AVE,Las Vegas,Nevada,37342,2560.6,Clark,71299.0,36.17049,-115.209,3,57,76,25,31786
17372,89121,330000.0,3,2,1344,4782 BEACH SHELL CT,Las Vegas,Nevada,66455,2795.0,Clark,68433.0,36.12141,-115.09135,2,57,76,25,16868
17402,89128,265000.0,2,2,1136,1409 CEDAR ROCK LN UNIT 102,Las Vegas,Nevada,37124,2394.1,Clark,93940.0,36.19678,-115.26439,2,57,76,25,16897
7794,89138,629990.0,2,3,1898,668 SOLAR CITRINE ST,Las Vegas,Nevada,19971,423.8,Clark,207450.0,36.20212,-115.36499,4,57,76,25,7516
26404,89110,199990.0,2,2,1047,1520 JAMIELINN LN UNIT 202,Las Vegas,Nevada,67361,2720.4,Clark,65750.0,36.17367,-115.05549,1,57,76,25,25686
17270,89103,288000.0,2,2,1038,6250 W FLAMINGO RD APT 124,Las Vegas,Nevada,51966,3079.3,Clark,65249.0,36.11236,-115.21215,2,57,76,25,16769
7803,89138,539990.0,2,3,1355,11557 EARTH STONE AVE,Las Vegas,Nevada,19971,423.8,Clark,207450.0,36.20212,-115.36499,4,57,76,25,7524
32734,89107,389900.0,3,2,2286,401 MILL HOLLOW RD,Las Vegas,Nevada,37342,2560.6,Clark,71299.0,36.17049,-115.209,3,57,76,25,31784
