Unnamed: 0,Zip Code,Price,Beds,Baths,Living Space,Address,City,State,Zip Code Population,Zip Code Density,County,Median Household Income,Latitude,Longitude,price_label,county_num,city_num,state_num,address_num
26934,55405,1249900.0,5,5,4155,1624 W 26TH ST,Minneapolis,Minnesota,16523,2251.5,Hennepin,108154.0,44.97034,-93.30461,9,26,38,14,26165
29542,55406,459900.0,3,2,1747,4156 27TH AVE S,Minneapolis,Minnesota,35997,2776.9,Hennepin,107717.0,44.93932,-93.22071,3,26,38,14,28682
792,55415,699900.0,2,2,1483,1240 S 2ND ST UNIT 930,Minneapolis,Minnesota,5722,5042.6,Hennepin,171257.0,44.97463,-93.2578,5,26,38,14,765
12241,55417,264900.0,3,2,1000,5324 37TH AVE S,Minneapolis,Minnesota,25610,2238.1,Hennepin,134948.0,44.9059,-93.23534,2,26,38,14,11842
22860,55430,225000.0,3,1,1640,5112 DUPONT AVE N,Minneapolis,Minnesota,23191,1524.4,Hennepin,85259.0,45.0632,-93.30148,1,26,38,14,22190
12187,55411,284900.0,3,2,1856,2803 ALDRICH AVE N,Minneapolis,Minnesota,31397,3009.7,Hennepin,69896.0,44.9993,-93.2979,2,26,38,14,11788
12080,55404,365000.0,2,2,1153,500 E GRANT ST APT 704,Minneapolis,Minnesota,28413,6075.5,Hennepin,60946.0,44.9619,-93.26145,2,26,38,14,11681
795,55415,689900.0,2,2,1510,1120 S 2ND ST APT 815,Minneapolis,Minnesota,5722,5042.6,Hennepin,171257.0,44.97463,-93.2578,5,26,38,14,768
12287,55418,380000.0,3,2,1508,3535 MCKINLEY ST NE,Minneapolis,Minnesota,31136,1720.3,Hennepin,114487.0,45.0208,-93.24244,2,26,38,14,11888
12303,55419,334000.0,3,2,2124,4646 NICOLLET AVE,Minneapolis,Minnesota,29051,2671.7,Hennepin,181509.0,44.90586,-93.28743,2,26,38,14,11904
6120,55415,575000.0,2,2,1264,1120 S 2ND ST APT 903,Minneapolis,Minnesota,5722,5042.6,Hennepin,171257.0,44.97463,-93.2578,4,26,38,14,5888
12265,55418,365000.0,4,2,1912,3307 FILLMORE ST NE,Minneapolis,Minnesota,31136,1720.3,Hennepin,114487.0,45.0208,-93.24244,2,26,38,14,11866
29534,55405,400000.0,5,1,1797,2008 GRAND AVE S,Minneapolis,Minnesota,16523,2251.5,Hennepin,108154.0,44.97034,-93.30461,3,26,38,14,28674
12276,55418,375000.0,2,2,1564,2315 WILSON ST NE,Minneapolis,Minnesota,31136,1720.3,Hennepin,114487.0,45.0208,-93.24244,2,26,38,14,11877
12292,55419,324000.0,3,2,1570,6041 CLINTON AVE,Minneapolis,Minnesota,29051,2671.7,Hennepin,181509.0,44.90586,-93.28743,2,26,38,14,11893
3765,55413,799900.0,2,2,2000,100 2ND ST NE UNIT A280,Minneapolis,Minnesota,14299,1759.8,Hennepin,101666.0,44.99826,-93.24276,6,26,38,14,3615
6114,55415,559900.0,2,2,1192,1240 S 2ND ST UNIT 115,Minneapolis,Minnesota,5722,5042.6,Hennepin,171257.0,44.97463,-93.2578,4,26,38,14,5882
22629,55401,174000.0,1,1,718,15 S 1ST ST # A510,Minneapolis,Minnesota,10957,5346.6,Hennepin,160952.0,44.98526,-93.26984,1,26,38,14,21959
22703,55407,135000.0,1,1,661,3116 12TH AVE S # A207,Minneapolis,Minnesota,38921,3743.5,Hennepin,95147.0,44.93484,-93.25263,1,26,38,14,22033
22705,55408,235000.0,2,1,1083,3310 NICOLLET AVE UNIT 405,Minneapolis,Minnesota,31613,4542.7,Hennepin,97359.0,44.94364,-93.2937,1,26,38,14,22035
6135,55419,539900.0,3,3,1974,5241 LOGAN AVE S,Minneapolis,Minnesota,29051,2671.7,Hennepin,181509.0,44.90586,-93.28743,4,26,38,14,5903
12095,55406,275000.0,2,1,870,3836 41ST AVE S,Minneapolis,Minnesota,35997,2776.9,Hennepin,107717.0,44.93932,-93.22071,2,26,38,14,11696
22684,55406,180000.0,1,1,1012,3735 27TH AVE S,Minneapolis,Minnesota,35997,2776.9,Hennepin,107717.0,44.93932,-93.22071,1,26,38,14,22014
29521,55401,399900.0,2,2,1364,560 N 2ND ST APT 106,Minneapolis,Minnesota,10957,5346.6,Hennepin,160952.0,44.98526,-93.26984,3,26,38,14,28661
29565,55409,389900.0,4,2,2634,3749 5TH AVE S,Minneapolis,Minnesota,11262,3323.8,Hennepin,124669.0,44.93018,-93.28146,3,26,38,14,28705
12126,55406,339900.0,4,2,1220,4559 SNELLING AVE,Minneapolis,Minnesota,35997,2776.9,Hennepin,107717.0,44.93932,-93.22071,2,26,38,14,11727
29548,55407,495000.0,4,2,2193,4704 14TH AVE S,Minneapolis,Minnesota,38921,3743.5,Hennepin,95147.0,44.93484,-93.25263,3,26,38,14,28688
18566,55410,949900.0,4,4,2980,4245 ABBOTT AVE S,Minneapolis,Minnesota,20525,2581.6,Hennepin,201229.0,44.91364,-93.31725,7,26,38,14,17980
22812,55412,199900.0,2,1,1217,4107 GIRARD AVE N,Minneapolis,Minnesota,25497,2889.9,Hennepin,84058.0,45.02612,-93.29952,1,26,38,14,22142
12222,55413,335000.0,2,1,1304,240 3RD AVE NE,Minneapolis,Minnesota,14299,1759.8,Hennepin,101666.0,44.99826,-93.24276,2,26,38,14,11823
22839,55417,180000.0,1,1,696,4021 E 54TH ST,Minneapolis,Minnesota,25610,2238.1,Hennepin,134948.0,44.9059,-93.23534,1,26,38,14,22169
22681,55406,249900.0,2,2,992,4445 40TH AVE S,Minneapolis,Minnesota,35997,2776.9,Hennepin,107717.0,44.93932,-93.22071,1,26,38,14,22011
29612,55417,499900.0,3,2,2150,5504 15TH AVE S,Minneapolis,Minnesota,25610,2238.1,Hennepin,134948.0,44.9059,-93.23534,3,26,38,14,28752
22673,55406,159900.0,1,2,973,4239 32ND AVE S,Minneapolis,Minnesota,35997,2776.9,Hennepin,107717.0,44.93932,-93.22071,1,26,38,14,22003
29589,55414,479900.0,4,3,1732,211 CECIL ST SE,Minneapolis,Minnesota,31788,3929.4,Hennepin,74771.0,44.97915,-93.2259,3,26,38,14,28729
12163,55409,329000.0,2,1,807,710 W 43RD ST,Minneapolis,Minnesota,11262,3323.8,Hennepin,124669.0,44.93018,-93.28146,2,26,38,14,11764
29557,55408,384000.0,4,2,2621,3127 2ND AVE S,Minneapolis,Minnesota,31613,4542.7,Hennepin,97359.0,44.94364,-93.2937,3,26,38,14,28697
26931,55403,1195000.0,5,4,4380,1800 HUMBOLDT AVE S,Minneapolis,Minnesota,16349,4645.6,Hennepin,100893.0,44.97023,-93.28588,9,26,38,14,26162
12239,55417,380000.0,4,2,1512,4905 31ST AVE S,Minneapolis,Minnesota,25610,2238.1,Hennepin,134948.0,44.9059,-93.23534,2,26,38,14,11840
29562,55409,411900.0,3,2,1620,4320 3RD AVE S,Minneapolis,Minnesota,11262,3323.8,Hennepin,124669.0,44.93018,-93.28146,3,26,38,14,28702
22731,55411,170000.0,3,1,1170,1622 UPTON AVE N,Minneapolis,Minnesota,31397,3009.7,Hennepin,69896.0,44.9993,-93.2979,1,26,38,14,22061
22694,55407,235000.0,2,1,936,1715 E 41ST ST,Minneapolis,Minnesota,38921,3743.5,Hennepin,95147.0,44.93484,-93.25263,1,26,38,14,22024
29563,55409,500000.0,5,3,2012,4346 PILLSBURY AVE S,Minneapolis,Minnesota,11262,3323.8,Hennepin,124669.0,44.93018,-93.28146,3,26,38,14,28703
12177,55411,319500.0,4,2,2087,1227 RUSSELL AVE N,Minneapolis,Minnesota,31397,3009.7,Hennepin,69896.0,44.9993,-93.2979,2,26,38,14,11778
797,55416,750000.0,2,2,2029,3311 CEDAR LAKE AVE,Minneapolis,Minnesota,34181,1799.0,Hennepin,139346.0,44.94961,-93.34157,5,26,38,14,770
29599,55416,399000.0,2,3,1918,3005 LAKE SHORE DR,Minneapolis,Minnesota,34181,1799.0,Hennepin,139346.0,44.94961,-93.34157,3,26,38,14,28739
22787,55412,159900.0,4,2,1352,3500 IRVING AVE N,Minneapolis,Minnesota,25497,2889.9,Hennepin,84058.0,45.02612,-93.29952,1,26,38,14,22117
29621,55418,400000.0,3,2,1573,2314 LINCOLN ST NE,Minneapolis,Minnesota,31136,1720.3,Hennepin,114487.0,45.0208,-93.24244,3,26,38,14,28761
6110,55410,550000.0,3,2,1755,4528 WASHBURN AVE S,Minneapolis,Minnesota,20525,2581.6,Hennepin,201229.0,44.91364,-93.31725,4,26,38,14,5878
35506,55408,124900.0,1,1,780,1425 W 28TH ST APT 223,Minneapolis,Minnesota,31613,4542.7,Hennepin,97359.0,44.94364,-93.2937,0,26,38,14,34486
35511,55411,99900.0,3,2,1212,2827 DUPONT AVE N,Minneapolis,Minnesota,31397,3009.7,Hennepin,69896.0,44.9993,-93.2979,0,26,38,14,34491
29607,55417,400000.0,3,2,1422,4815 ELLIOT AVE,Minneapolis,Minnesota,25610,2238.1,Hennepin,134948.0,44.9059,-93.23534,3,26,38,14,28747
22790,55412,169900.0,2,1,888,3550 GIRARD AVE N,Minneapolis,Minnesota,25497,2889.9,Hennepin,84058.0,45.02612,-93.29952,1,26,38,14,22120
