Unnamed: 0,Zip Code,Price,Beds,Baths,Living Space,Address,City,State,Zip Code Population,Zip Code Density,County,Median Household Income,Latitude,Longitude,price_label,county_num,city_num,state_num,address_num
59,11229,680000.0,2,2,1181,2523 OCEAN AVE APT 5C,Brooklyn,New York,85538,16452.0,Kings,104211.0,40.60047,-73.94453,5,5,5,0,54
36363,11221,1298000.0,8,3,3630,597 KNICKERBOCKER AVE,Brooklyn,New York,89728,25087.8,Kings,104627.0,40.6914,-73.92764,10,5,5,0,35326
8842,11229,295000.0,1,1,750,1625 E 13TH ST APT 4F,Brooklyn,New York,85538,16452.0,Kings,104211.0,40.60047,-73.94453,2,5,5,0,8529
19605,11235,249000.0,2,1,1000,2435 HARING ST APT 1F,Brooklyn,New York,84859,13334.4,Kings,94910.0,40.58411,-73.94331,1,5,5,0,18985
5043,11219,558000.0,1,1,602,1238 63RD ST APT D323,Brooklyn,New York,93119,24090.8,Kings,77462.0,40.63267,-73.99672,4,5,5,0,4842
5052,11235,525000.0,2,1,560,2800 BROWN ST,Brooklyn,New York,84859,13334.4,Kings,94910.0,40.58411,-73.94331,4,5,5,0,4848
5046,11223,540000.0,1,1,707,2350 W 11TH ST # 303,Brooklyn,New York,83565,15587.1,Kings,94988.0,40.59711,-73.97344,4,5,5,0,4845
27514,11228,385000.0,1,1,640,323 BAY 8TH ST # 2B,Brooklyn,New York,45267,11673.5,Kings,118610.0,40.61678,-74.01337,3,5,5,0,26735
50,11208,636000.0,5,3,2000,1114 BLAKE AVE,Brooklyn,New York,107724,15540.3,Kings,76161.0,40.67481,-73.87243,5,5,5,0,45
19603,11230,250000.0,1,1,800,1250 OCEAN PKWY APT 3J,Brooklyn,New York,91789,19230.4,Kings,95988.0,40.6221,-73.96525,1,5,5,0,18983
18200,11220,998000.0,9,3,2232,258 49TH ST,Brooklyn,New York,93584,20911.1,Kings,85180.0,40.64142,-74.01741,7,5,5,0,17622
5048,11235,625000.0,2,2,1026,2801 E 11TH ST APT 5A,Brooklyn,New York,84859,13334.4,Kings,94910.0,40.58411,-73.94331,4,5,5,0,4847
27520,11232,499000.0,1,1,581,679 4TH AVE # 6A,Brooklyn,New York,28501,8864.1,Kings,114279.0,40.65692,-74.00727,3,5,5,0,26741
5044,11223,550000.0,1,1,737,2350 W 11TH ST # 102,Brooklyn,New York,83565,15587.1,Kings,94988.0,40.59711,-73.97344,4,5,5,0,4843
36365,11223,1350000.0,3,3,1998,1867 W 4TH ST,Brooklyn,New York,83565,15587.1,Kings,94988.0,40.59711,-73.97344,10,5,5,0,35328
8841,11228,325000.0,1,1,650,1557 INDEPENDENCE AVE # 2B,Brooklyn,New York,45267,11673.5,Kings,118610.0,40.61678,-74.01337,2,5,5,0,8528
51,11210,689000.0,3,4,1284,1060 E 39TH ST,Brooklyn,New York,65854,15421.4,Kings,114070.0,40.62801,-73.94631,5,5,5,0,46
55,11219,738000.0,3,2,890,1227 66TH ST APT 2A,Brooklyn,New York,93119,24090.8,Kings,77462.0,40.63267,-73.99672,5,5,5,0,50
63,11235,669000.0,3,2,1480,3901 NOSTRAND AVE APT 6P,Brooklyn,New York,84859,13334.4,Kings,94910.0,40.58411,-73.94331,5,5,5,0,57
34084,11209,3000.0,3,1,2200,7208 COLONIAL RD # 1,Brooklyn,New York,72938,13325.8,Kings,122020.0,40.62175,-74.03013,0,5,5,0,33070
27521,11235,448000.0,2,1,560,28 STANTON RD,Brooklyn,New York,84859,13334.4,Kings,94910.0,40.58411,-73.94331,3,5,5,0,26742
20098,21225,174950.0,3,2,1116,812 JACK ST,Brooklyn,Maryland,34362,2053.3,Anne Arundel,66436.0,39.22597,-76.61508,1,73,5,3,19469
27522,11235,425000.0,1,1,561,2613 EMMONS AVE # 326,Brooklyn,New York,84859,13334.4,Kings,94910.0,40.58411,-73.94331,3,5,5,0,26743
26732,11235,1195000.0,3,2,1300,3041 OCEAN AVE APT 4C,Brooklyn,New York,84859,13334.4,Kings,94910.0,40.58411,-73.94331,9,5,5,0,25980
8834,11211,299900.0,2,1,800,72 RICHARDSON ST APT 19,Brooklyn,New York,65925,17493.4,Kings,141026.0,40.71428,-73.94602,2,5,5,0,8522
8845,11234,325000.0,2,1,850,5640 AVENUE T # 84F,Brooklyn,New York,94254,4928.4,Kings,120818.0,40.6072,-73.91107,2,5,5,0,8532
26729,11219,1200000.0,5,4,2080,1134 49TH ST,Brooklyn,New York,93119,24090.8,Kings,77462.0,40.63267,-73.99672,9,5,5,0,25978
5042,11209,509000.0,2,2,1100,9997 SHORE RD APT 19E,Brooklyn,New York,72938,13325.8,Kings,122020.0,40.62175,-74.03013,4,5,5,0,4841
27525,11236,488000.0,3,2,1150,10801 SEAVIEW AVE APT 45C,Brooklyn,New York,102238,11075.1,Kings,102387.0,40.63951,-73.90098,3,5,5,0,26745
27518,11230,405000.0,2,1,930,1620 AVENUE I APT 102,Brooklyn,New York,91789,19230.4,Kings,95988.0,40.6221,-73.96525,3,5,5,0,26739
5050,11235,579000.0,2,1,1000,35 SEACOAST TER APT 20W,Brooklyn,New York,84859,13334.4,Kings,94910.0,40.58411,-73.94331,4,5,5,0,4849
27524,11235,425000.0,1,1,561,2613 EMMONS AVE # 326,Brooklyn,New York,84859,13334.4,Kings,94910.0,40.58411,-73.94331,3,5,5,0,26743
27519,11230,395000.0,1,1,730,1620 AVENUE I APT 112,Brooklyn,New York,91789,19230.4,Kings,95988.0,40.6221,-73.96525,3,5,5,0,26740
34276,21225,72000.0,2,1,756,504 SEAGULL AVE,Brooklyn,Maryland,34362,2053.3,Anne Arundel,66436.0,39.22597,-76.61508,0,73,5,3,33259
62,11234,649000.0,3,2,1064,2051 E 73RD ST,Brooklyn,New York,94254,4928.4,Kings,120818.0,40.6072,-73.91107,5,5,5,0,56
18194,11201,895000.0,2,1,900,200 CONGRESS ST APT 6B,Brooklyn,New York,68777,19613.2,Kings,232020.0,40.69477,-73.99031,7,5,5,0,17617
2696,11204,1080000.0,4,3,1692,1663 BAY RIDGE PKWY,Brooklyn,New York,82140,19889.7,Kings,83981.0,40.61883,-73.98496,8,5,5,0,2585
64,11235,650000.0,3,3,1752,30 CORBIN PL,Brooklyn,New York,84859,13334.4,Kings,94910.0,40.58411,-73.94331,5,5,5,0,58
8835,11214,355000.0,1,1,473,8658 23RD AVE # 17A,Brooklyn,New York,95361,18188.9,Kings,89337.0,40.59928,-73.99644,2,5,5,0,8523
26733,11235,1195000.0,3,2,1300,3041 OCEAN AVE APT 4C,Brooklyn,New York,84859,13334.4,Kings,94910.0,40.58411,-73.94331,9,5,5,0,25980
36364,11221,1298000.0,8,3,3630,599 KNICKERBOCKER AVE,Brooklyn,New York,89728,25087.8,Kings,104627.0,40.6914,-73.92764,10,5,5,0,35327
8839,11224,369000.0,2,1,1000,2932 W 5TH ST APT 15G,Brooklyn,New York,48110,11975.8,Kings,67767.0,40.57652,-73.9891,2,5,5,0,8526
5051,11235,599000.0,1,1,1000,1311 BRIGHTWATER AVE APT 18K,Brooklyn,New York,84859,13334.4,Kings,94910.0,40.58411,-73.94331,4,5,5,0,4850
8833,11209,368000.0,1,1,800,9437 SHORE RD APT F9,Brooklyn,New York,72938,13325.8,Kings,122020.0,40.62175,-74.03013,2,5,5,0,8521
53,11219,650000.0,2,2,889,1054 67TH ST APT 3D,Brooklyn,New York,93119,24090.8,Kings,77462.0,40.63267,-73.99672,5,5,5,0,48
27517,11230,405000.0,2,1,930,1620 AVENUE I APT 414,Brooklyn,New York,91789,19230.4,Kings,95988.0,40.6221,-73.96525,3,5,5,0,26738
36369,11233,1300000.0,6,4,2948,9A HULL ST # A,Brooklyn,New York,85633,24510.4,Kings,84738.0,40.67827,-73.91994,10,5,5,0,35330
36367,11230,1350000.0,3,2,1600,1589 E 13TH ST,Brooklyn,New York,91789,19230.4,Kings,95988.0,40.6221,-73.96525,10,5,5,0,35329
34086,11209,2500.0,2,1,700,126 GELSTON AVE APT 1F,Brooklyn,New York,72938,13325.8,Kings,122020.0,40.62175,-74.03013,0,5,5,0,33072
36362,11214,1298000.0,7,3,3120,4 AVENUE Y,Brooklyn,New York,95361,18188.9,Kings,89337.0,40.59928,-73.99644,10,5,5,0,35325
18193,11201,895000.0,2,1,900,200 CONGRESS ST APT 6,Brooklyn,New York,68777,19613.2,Kings,232020.0,40.69477,-73.99031,7,5,5,0,17616
27509,11209,398000.0,1,1,1073,9437 SHORE RD APT F5,Brooklyn,New York,72938,13325.8,Kings,122020.0,40.62175,-74.03013,3,5,5,0,26730
58,11229,748000.0,2,2,930,1720 E 14TH ST APT 3A,Brooklyn,New York,85538,16452.0,Kings,104211.0,40.60047,-73.94453,5,5,5,0,53
54,11219,758000.0,2,1,811,1238 63RD ST APT D313,Brooklyn,New York,93119,24090.8,Kings,77462.0,40.63267,-73.99672,5,5,5,0,49
5047,11226,548888.0,2,1,845,2507 SNYDER AVE APT 1B,Brooklyn,New York,99776,29574.0,Kings,99788.0,40.64636,-73.95666,4,5,5,0,4846
8837,11214,298000.0,1,1,750,290 BAY 17TH ST APT C3,Brooklyn,New York,95361,18188.9,Kings,89337.0,40.59928,-73.99644,2,5,5,0,8524
18196,11203,949000.0,4,3,2217,846 E 46TH ST,Brooklyn,New York,79499,14350.1,Kings,89068.0,40.64958,-73.93431,7,5,5,0,17618
2698,11209,1100000.0,4,3,1600,362 90TH ST,Brooklyn,New York,72938,13325.8,Kings,122020.0,40.62175,-74.03013,8,5,5,0,2586
5041,11207,549999.0,2,1,1088,1001 SCHENCK AVE,Brooklyn,New York,97690,13867.3,Kings,71269.0,40.67016,-73.89383,4,5,5,0,4840
