Unnamed: 0,Zip Code,Price,Beds,Baths,Living Space,Address,City,State,Zip Code Population,Zip Code Density,County,Median Household Income,Latitude,Longitude,price_label,county_num,city_num,state_num,address_num
25702,79927,244950.0,4,2,1518,357 PLATEAU DRIVE,El Paso,Texas,42140,592.7,El Paso,58509.0,31.64566,-106.27359,1,50,64,21,24993
31337,79912,460000.0,4,4,3030,5900 MIRA HERMOSA DR,El Paso,Texas,78470,1281.1,El Paso,103980.0,31.84839,-106.53272,3,50,64,21,30439
15732,79928,347950.0,4,3,1987,1780 SADIE MAE PLACE,El Paso,Texas,76392,140.6,El Paso,82767.0,31.67896,-106.11511,2,50,64,21,15276
15730,79928,325950.0,4,3,1885,13857 PASEO DEL MAR DR,El Paso,Texas,76392,140.6,El Paso,82767.0,31.67896,-106.11511,2,50,64,21,15274
25830,79936,225000.0,3,3,1388,11600 CABALLO LAKE DR,El Paso,Texas,107579,1603.8,El Paso,78244.0,31.77373,-106.29631,1,50,64,21,25121
15735,79928,264950.0,4,2,1504,385 HORNSEY PL,El Paso,Texas,76392,140.6,El Paso,82767.0,31.67896,-106.11511,2,50,64,21,15279
15571,79911,329900.0,3,3,2043,7413 RED CEDAR DR,El Paso,Texas,7668,85.8,El Paso,131082.0,31.9361,-106.53569,2,50,64,21,15115
15621,79927,329500.0,4,3,2124,933 DESERT VERBENA CIR,El Paso,Texas,42140,592.7,El Paso,58509.0,31.64566,-106.27359,2,50,64,21,15165
25875,79938,200000.0,3,2,1136,14273 TIERRA YAMILA LN,El Paso,Texas,91575,90.6,El Paso,86064.0,31.85764,-106.03895,1,50,64,21,25166
25806,79934,252950.0,4,3,1599,7400 NORTE BRASIL DRIVE,El Paso,Texas,26916,175.8,El Paso,90524.0,31.95206,-106.434,1,50,64,21,25097
15811,79936,259999.0,3,2,1887,1750 CASTLE GATE WAY,El Paso,Texas,107579,1603.8,El Paso,78244.0,31.77373,-106.29631,2,50,64,21,15355
15610,79925,295000.0,4,3,1267,10424 SHANNON PL # A,El Paso,Texas,38947,861.2,El Paso,70552.0,31.79851,-106.36327,2,50,64,21,15154
15740,79928,368950.0,4,3,2058,13364 EMERALD GLASS DR,El Paso,Texas,76392,140.6,El Paso,82767.0,31.67896,-106.11511,2,50,64,21,15284
25721,79928,203000.0,4,2,1376,14248 NARCISO DR,El Paso,Texas,76392,140.6,El Paso,82767.0,31.67896,-106.11511,1,50,64,21,25012
15624,79927,299950.0,4,2,2293,616 GUY MEYERS ST,El Paso,Texas,42140,592.7,El Paso,58509.0,31.64566,-106.27359,2,50,64,21,15168
31365,79932,484950.0,5,3,2991,6144 OLEASTER DR,El Paso,Texas,28594,804.6,El Paso,105493.0,31.87753,-106.6068,3,50,64,21,30467
15842,79938,365950.0,4,3,1914,2209 TIERRA ZARIA PL,El Paso,Texas,91575,90.6,El Paso,86064.0,31.85764,-106.03895,2,50,64,21,15386
15807,79936,295000.0,3,2,1978,1267 JOHN PHELAN DR,El Paso,Texas,107579,1603.8,El Paso,78244.0,31.77373,-106.29631,2,50,64,21,15351
25908,79938,214950.0,4,2,1338,12761 COL CHARLES BRANSON DRIVE,El Paso,Texas,91575,90.6,El Paso,86064.0,31.85764,-106.03895,1,50,64,21,25199
25888,79938,235999.0,4,2,1482,15036 METHOD AVE,El Paso,Texas,91575,90.6,El Paso,86064.0,31.85764,-106.03895,1,50,64,21,25179
7001,79936,550000.0,4,6,4143,11157 LEO COLLINS DR,El Paso,Texas,107579,1603.8,El Paso,78244.0,31.77373,-106.29631,4,50,64,21,6751
25698,79927,199000.0,4,3,4361,11661 SOCORRO RD,El Paso,Texas,42140,592.7,El Paso,58509.0,31.64566,-106.27359,1,50,64,21,24989
36558,79912,1308850.0,5,6,4729,1332 CALLE DEL ORO,El Paso,Texas,78470,1281.1,El Paso,103980.0,31.84839,-106.53272,10,50,64,21,35509
31332,79912,400000.0,4,3,2226,617 ALTA CUMBRE PL,El Paso,Texas,78470,1281.1,El Paso,103980.0,31.84839,-106.53272,3,50,64,21,30434
15631,79928,335000.0,4,3,2023,12606 ZOLLINGER AVENUE,El Paso,Texas,76392,140.6,El Paso,82767.0,31.67896,-106.11511,2,50,64,21,15175
15867,79938,375000.0,4,3,2856,2124 THOMAS LACKLAND ST,El Paso,Texas,91575,90.6,El Paso,86064.0,31.85764,-106.03895,2,50,64,21,15411
25810,79934,250000.0,3,3,2046,11344 W RANCH CT,El Paso,Texas,26916,175.8,El Paso,90524.0,31.95206,-106.434,1,50,64,21,25101
