Unnamed: 0,Zip Code,Price,Beds,Baths,Living Space,Address,City,State,Zip Code Population,Zip Code Density,County,Median Household Income,Latitude,Longitude,price_label,county_num,city_num,state_num,address_num
36738,94112,1299000.0,4,4,2100,20 MAJESTIC AVE,San Francisco,California,84477,9779.0,San Francisco,162512.0,37.7206,-122.44311,10,62,102,26,35683
36731,94110,1275000.0,2,2,1398,3310 MISSION ST APT 4,San Francisco,California,70859,11447.9,San Francisco,223044.0,37.74975,-122.41528,10,62,102,26,35676
3115,94110,1079000.0,2,1,1100,224 LEXINGTON ST,San Francisco,California,70859,11447.9,San Francisco,223044.0,37.74975,-122.41528,8,62,102,26,2983
27282,94116,1250000.0,3,2,1790,2562 35TH AVE,San Francisco,California,45510,6956.0,San Francisco,201841.0,37.74457,-122.48611,9,62,102,26,26509
36764,94123,1299000.0,2,1,1069,3031 OCTAVIA ST,San Francisco,California,26002,9272.5,San Francisco,300463.0,37.80112,-122.43645,10,62,102,26,35709
8179,94115,619000.0,1,1,613,2999 CALIFORNIA ST APT 63,San Francisco,California,34193,11617.6,San Francisco,215550.0,37.78608,-122.43742,4,62,102,26,7884
4641,94109,849000.0,1,1,795,2151 SACRAMENTO ST APT 1,San Francisco,California,56114,20085.5,San Francisco,167261.0,37.79334,-122.42138,6,62,102,26,4454
4663,94122,778000.0,2,2,845,1370 11TH AVE APT 6,San Francisco,California,60144,7129.3,San Francisco,179517.0,37.76113,-122.48433,6,62,102,26,4476
27267,94112,1175000.0,3,2,1351,575 PARIS ST,San Francisco,California,84477,9779.0,San Francisco,162512.0,37.7206,-122.44311,9,62,102,26,26494
19184,94107,949000.0,2,1,1157,7 JENNIFER PL,San Francisco,California,28607,5951.9,San Francisco,226692.0,37.76473,-122.39508,7,62,102,26,18574
4630,94107,789000.0,1,1,644,2177 3RD ST UNIT 224,San Francisco,California,28607,5951.9,San Francisco,226692.0,37.76473,-122.39508,6,62,102,26,4443
4616,94102,888000.0,1,1,847,750 VAN NESS AVE UNIT 1301,San Francisco,California,33856,19760.9,San Francisco,115649.0,37.77956,-122.41931,6,62,102,26,4429
8185,94131,625000.0,1,1,689,146 PORTOLA DR APT 204,San Francisco,California,29437,5620.9,San Francisco,259573.0,37.74569,-122.44243,4,62,102,26,7890
2178,94124,755000.0,2,1,1041,1670 NEWCOMB AVE,San Francisco,California,35982,2910.8,San Francisco,111827.0,37.73204,-122.3858,5,62,102,26,2092
2145,94103,749000.0,2,2,998,588 MINNA ST UNIT 601,San Francisco,California,32430,9113.8,San Francisco,158861.0,37.77299,-122.41136,5,62,102,26,2059
33384,94132,388000.0,1,1,669,8400 OCEANVIEW TER APT 315,San Francisco,California,29707,3662.2,San Francisco,146999.0,37.72219,-122.48475,3,62,102,26,32379
2162,94109,698000.0,2,2,1003,900 BUSH ST APT 521,San Francisco,California,56114,20085.5,San Francisco,167261.0,37.79334,-122.42138,5,62,102,26,2076
3121,94112,1100000.0,3,1,1300,32 WINDING WAY,San Francisco,California,84477,9779.0,San Francisco,162512.0,37.7206,-122.44311,8,62,102,26,2989
8161,94102,525000.0,1,1,724,601 VAN NESS AVE APT 521,San Francisco,California,33856,19760.9,San Francisco,115649.0,37.77956,-122.41931,4,62,102,26,7866
36749,94115,1395000.0,2,2,1515,2852 BUSH ST,San Francisco,California,34193,11617.6,San Francisco,215550.0,37.78608,-122.43742,10,62,102,26,35694
27277,94115,1200000.0,2,2,1104,2735 BUSH ST,San Francisco,California,34193,11617.6,San Francisco,215550.0,37.78608,-122.43742,9,62,102,26,26504
36777,94132,1270000.0,4,2,1196,434 RALSTON ST,San Francisco,California,29707,3662.2,San Francisco,146999.0,37.72219,-122.48475,10,62,102,26,35722
2179,94131,699000.0,1,1,735,353 ARLINGTON ST,San Francisco,California,29437,5620.9,San Francisco,259573.0,37.74569,-122.44243,5,62,102,26,2093
19225,94112,995000.0,2,2,1484,222 NAPLES ST,San Francisco,California,84477,9779.0,San Francisco,162512.0,37.7206,-122.44311,7,62,102,26,18615
2176,94118,685000.0,1,1,680,2001 MCALLISTER ST APT 120,San Francisco,California,41456,7982.1,San Francisco,227113.0,37.7801,-122.46185,5,62,102,26,2090
27257,94107,1188000.0,2,2,1116,88 KING ST UNIT 318,San Francisco,California,28607,5951.9,San Francisco,226692.0,37.76473,-122.39508,9,62,102,26,26484
19250,94124,899000.0,2,1,1010,2077 THOMAS AVE,San Francisco,California,35982,2910.8,San Francisco,111827.0,37.73204,-122.3858,7,62,102,26,18640
8168,94105,599000.0,2,2,784,201 HARRISON ST APT 110,San Francisco,California,13810,10568.6,San Francisco,347725.0,37.79239,-122.39707,4,62,102,26,7873
2173,94117,749000.0,2,1,846,404 ASHBURY ST APT 3,San Francisco,California,40701,12329.7,San Francisco,242062.0,37.77002,-122.44425,5,62,102,26,2087
36760,94122,1298000.0,2,1,1050,1622 45TH AVE,San Francisco,California,60144,7129.3,San Francisco,179517.0,37.76113,-122.48433,10,62,102,26,35705
3129,94117,1100000.0,2,3,1074,329 WALLER ST APT 2,San Francisco,California,40701,12329.7,San Francisco,242062.0,37.77002,-122.44425,8,62,102,26,2996
36770,94127,1395000.0,3,2,1894,114 GRANVILLE WAY,San Francisco,California,20927,4332.5,San Francisco,285493.0,37.73642,-122.45961,10,62,102,26,35715
19169,94102,918000.0,2,1,714,388 FULTON ST UNIT 511,San Francisco,California,33856,19760.9,San Francisco,115649.0,37.77956,-122.41931,7,62,102,26,18559
3106,94105,1099000.0,1,1,811,280 SPEAR ST # 31B,San Francisco,California,13810,10568.6,San Francisco,347725.0,37.79239,-122.39707,8,62,102,26,2974
4670,94124,799000.0,2,1,1176,76 SANTA FE AVE,San Francisco,California,35982,2910.8,San Francisco,111827.0,37.73204,-122.3858,6,62,102,26,4483
8172,94109,565000.0,1,1,571,1492 LARKIN ST APT 1,San Francisco,California,56114,20085.5,San Francisco,167261.0,37.79334,-122.42138,4,62,102,26,7877
36716,94103,1325000.0,2,2,1109,1821 15TH ST APT 3,San Francisco,California,32430,9113.8,San Francisco,158861.0,37.77299,-122.41136,10,62,102,26,35661
2146,94103,727000.0,1,1,694,270 VALENCIA ST APT 302,San Francisco,California,32430,9113.8,San Francisco,158861.0,37.77299,-122.41136,5,62,102,26,2060
4647,94109,765000.0,1,1,796,1800 WASHINGTON ST APT 112,San Francisco,California,56114,20085.5,San Francisco,167261.0,37.79334,-122.42138,6,62,102,26,4460
27260,94107,1225000.0,2,2,959,1300 22ND ST APT 215,San Francisco,California,28607,5951.9,San Francisco,226692.0,37.76473,-122.39508,9,62,102,26,26487
3133,94122,1050000.0,2,1,1161,1215 KIRKHAM ST,San Francisco,California,60144,7129.3,San Francisco,179517.0,37.76113,-122.48433,8,62,102,26,3000
4640,94109,849000.0,2,1,701,1281 VALLEJO ST APT 3,San Francisco,California,56114,20085.5,San Francisco,167261.0,37.79334,-122.42138,6,62,102,26,4453
19210,94110,925000.0,2,2,934,555 BARTLETT ST APT 308,San Francisco,California,70859,11447.9,San Francisco,223044.0,37.74975,-122.41528,7,62,102,26,18600
4651,94110,850000.0,2,2,1000,3301 CESAR CHAVEZ # 3309,San Francisco,California,70859,11447.9,San Francisco,223044.0,37.74975,-122.41528,6,62,102,26,4464
