Unnamed: 0,Zip Code,Price,Beds,Baths,Living Space,Address,City,State,Zip Code Population,Zip Code Density,County,Median Household Income,Latitude,Longitude,price_label,county_num,city_num,state_num,address_num
5319,23457,569900.0,4,3,2274,5345 BLACKWATER RD,Virginia Beach,Virginia,4689,26.7,Virginia Beach,117598.0,36.61686,-76.01576,4,9,22,4,5115
20252,23462,199000.0,3,2,1400,5803 W HASTINGS CT,Virginia Beach,Virginia,66949,2343.8,Virginia Beach,82642.0,36.8366,-76.15105,1,9,22,4,19623
9619,23462,375000.0,4,2,1652,249 LOWTHER DR,Virginia Beach,Virginia,66949,2343.8,Virginia Beach,82642.0,36.8366,-76.15105,2,9,22,4,9299
9519,23455,299900.0,3,2,1306,849 RODIN LN,Virginia Beach,Virginia,49826,1267.6,Virginia Beach,108310.0,36.88974,-76.1441,2,9,22,4,9200
9592,23462,347500.0,3,3,1900,3513 DAVIES CT,Virginia Beach,Virginia,66949,2343.8,Virginia Beach,82642.0,36.8366,-76.15105,2,9,22,4,9272
9425,23452,314900.0,4,2,1429,216 CASSADY AVE,Virginia Beach,Virginia,56854,1451.3,Virginia Beach,110980.0,36.84604,-76.09197,2,9,22,4,9106
5299,23456,540000.0,4,3,2584,2532 PINTO DR,Virginia Beach,Virginia,60158,463.3,Virginia Beach,150363.0,36.73435,-76.03492,4,9,22,4,5095
5254,23451,519000.0,3,3,1656,3205 PAGE AVE # A,Virginia Beach,Virginia,43885,857.2,Virginia Beach,136673.0,36.87175,-76.00689,4,9,22,4,5050
9651,23464,375000.0,4,2,1942,1405 WHITE MARSH CT,Virginia Beach,Virginia,77139,1786.9,Virginia Beach,108999.0,36.79732,-76.17899,2,9,22,4,9331
5286,23455,560000.0,3,4,2678,5436 SEASON LN,Virginia Beach,Virginia,49826,1267.6,Virginia Beach,108310.0,36.88974,-76.1441,4,9,22,4,5082
9641,23464,365000.0,3,2,1757,5000 JOHN SMITH CT,Virginia Beach,Virginia,77139,1786.9,Virginia Beach,108999.0,36.79732,-76.17899,2,9,22,4,9321
27936,23454,428500.0,3,2,1596,1512 SELDEN ST,Virginia Beach,Virginia,57942,994.7,Virginia Beach,119364.0,36.83216,-76.02616,3,9,22,4,27155
5256,23451,545000.0,2,2,1245,4004 ATLANTIC AVE APT 1806,Virginia Beach,Virginia,43885,857.2,Virginia Beach,136673.0,36.87175,-76.00689,4,9,22,4,5052
9543,23456,357715.0,2,2,1316,1732 DROMOLIN DR STE 102,Virginia Beach,Virginia,60158,463.3,Virginia Beach,150363.0,36.73435,-76.03492,2,9,22,4,9223
28049,23464,499999.0,4,3,2769,917 DUNHILL DR,Virginia Beach,Virginia,77139,1786.9,Virginia Beach,108999.0,36.79732,-76.17899,3,9,22,4,27267
5305,23456,543200.0,3,2,2567,2816 EINSTEIN DR,Virginia Beach,Virginia,60158,463.3,Virginia Beach,150363.0,36.73435,-76.03492,4,9,22,4,5101
9526,23455,330000.0,3,2,1300,4717 HOLLADAY RD,Virginia Beach,Virginia,49826,1267.6,Virginia Beach,108310.0,36.88974,-76.1441,2,9,22,4,9206
20263,23464,250000.0,4,3,2418,5912 COLD HARBOR CT,Virginia Beach,Virginia,77139,1786.9,Virginia Beach,108999.0,36.79732,-76.17899,1,9,22,4,19634
20230,23462,227000.0,3,2,1396,5610 DODINGTON CT,Virginia Beach,Virginia,66949,2343.8,Virginia Beach,82642.0,36.8366,-76.15105,1,9,22,4,19601
9591,23462,260000.0,4,3,1476,5936 W HASTINGS ARCH,Virginia Beach,Virginia,66949,2343.8,Virginia Beach,82642.0,36.8366,-76.15105,2,9,22,4,9271
263,23455,679000.0,4,4,2151,2332 PLEASURE HOUSE RD # A,Virginia Beach,Virginia,49826,1267.6,Virginia Beach,108310.0,36.88974,-76.1441,5,9,22,4,255
9444,23452,369900.0,4,2,1700,3229 BOW CREEK BLVD,Virginia Beach,Virginia,56854,1451.3,Virginia Beach,110980.0,36.84604,-76.09197,2,9,22,4,9125
9476,23454,259000.0,2,3,1338,482 FALLING LN,Virginia Beach,Virginia,57942,994.7,Virginia Beach,119364.0,36.83216,-76.02616,2,9,22,4,9157
9590,23462,260000.0,3,2,1310,5948 BUCKMINISTER LN,Virginia Beach,Virginia,66949,2343.8,Virginia Beach,82642.0,36.8366,-76.15105,2,9,22,4,9270
20176,23451,250000.0,1,1,713,1440 GANNET RUN,Virginia Beach,Virginia,43885,857.2,Virginia Beach,136673.0,36.87175,-76.00689,1,9,22,4,19547
5300,23456,601469.0,4,4,2891,2404 DUNNING ARCH,Virginia Beach,Virginia,60158,463.3,Virginia Beach,150363.0,36.73435,-76.03492,4,9,22,4,5096
3435,23452,825000.0,5,4,3668,3433 MIDDLE PLANTATION QUAY,Virginia Beach,Virginia,56854,1451.3,Virginia Beach,110980.0,36.84604,-76.09197,6,9,22,4,3292
9627,23462,330000.0,3,2,1500,513 CARNATION AVE,Virginia Beach,Virginia,66949,2343.8,Virginia Beach,82642.0,36.8366,-76.15105,2,9,22,4,9307
