Zip Code,Price,Beds,Baths,Living Space,Address,City,State,Zip Code Population,Zip Code Density,County,Median Household Income,Latitude,Longitude,county_num,city_num,state_num,address_num
93722,314900.0,3,2,1049,5662 W ASHCROFT AVE,Fresno,California,88116,1762.8,Fresno,93714.0,36.80003,-119.87791,80,229,26,33899
93705,145000.0,2,1,825,817 W SIMPSON AVE,Fresno,California,37763,2997.0,Fresno,68819.0,36.78667,-119.82851,80,229,26,33638
93722,220000.0,2,1,1139,5203 W MISSION AVE,Fresno,California,88116,1762.8,Fresno,93714.0,36.80003,-119.87791,80,229,26,33881
93727,465000.0,3,2,1510,710 S PARK CIRCLE DR,Fresno,California,79596,1398.4,Fresno,96940.0,36.75119,-119.69736,80,229,26,34085
93727,438990.0,3,2,1793,6631 E PINE AVENUE,Fresno,California,79596,1398.4,Fresno,96940.0,36.75119,-119.69736,80,229,26,34136
93723,535000.0,4,4,2415,6233 W DONNER AVE,Fresno,California,13109,123.2,Fresno,127182.0,36.78693,-119.95271,80,229,26,33907
93702,1755000.0,25,14,9650,424 S CHESTNUT AVE,Fresno,California,45095,3367.5,Fresno,52908.0,36.73942,-119.75422,80,229,26,33530
93704,310000.0,3,1,1174,95 E GRIFFITH WAY,Fresno,California,29184,2087.9,Fresno,92194.0,36.80012,-119.80202,80,229,26,33564
93705,255000.0,2,1,945,1548 W CORTLAND AVE,Fresno,California,37763,2997.0,Fresno,68819.0,36.78667,-119.82851,80,229,26,33594
93726,364950.0,3,2,1272,3006 E NORWICH AVE,Fresno,California,45330,2742.7,Fresno,64176.0,36.79374,-119.76161,80,229,26,33958
93727,515000.0,5,3,2710,1827 N FILBERT DRIVE,Fresno,California,79596,1398.4,Fresno,96940.0,36.75119,-119.69736,80,229,26,34012
93727,423990.0,4,2,1622,1818 N CARRIAGE AVENUE,Fresno,California,79596,1398.4,Fresno,96940.0,36.75119,-119.69736,80,229,26,34134
93702,275000.0,2,1,1034,3902 E WASHINGTON AVE,Fresno,California,45095,3367.5,Fresno,52908.0,36.73942,-119.75422,80,229,26,33525
93722,629000.0,4,4,2798,5494 W HUFFMAN AVE,Fresno,California,88116,1762.8,Fresno,93714.0,36.80003,-119.87791,80,229,26,33807
93723,625000.0,3,3,1895,6852 W MCKINLEY AVE,Fresno,California,13109,123.2,Fresno,127182.0,36.78693,-119.95271,80,229,26,33903
93727,940000.0,12,8,5486,5032 E MONTECITO AVE,Fresno,California,79596,1398.4,Fresno,96940.0,36.75119,-119.69736,80,229,26,34104
93722,466500.0,6,3,2617,5912 W LAGUNA AVE # 65,Fresno,California,88116,1762.8,Fresno,93714.0,36.80003,-119.87791,80,229,26,33832
93711,420000.0,2,2,1620,2118 W RUE ST MICHEL,Fresno,California,39085,1345.5,Fresno,133923.0,36.83508,-119.83309,80,229,26,33728
93727,579000.0,5,3,2391,3356 N BURGAN AVE,Fresno,California,79596,1398.4,Fresno,96940.0,36.75119,-119.69736,80,229,26,33997
93711,435000.0,3,2,1735,1126 W PAUL AVE,Fresno,California,39085,1345.5,Fresno,133923.0,36.83508,-119.83309,80,229,26,33714
93706,289000.0,3,1,1032,2545 S POPPY AVE,Fresno,California,41470,101.0,Fresno,60511.0,36.65344,-119.90216,80,229,26,33654
93720,599950.0,3,2,2120,337 E EVERGLADE AVE,Fresno,California,48148,1780.5,Fresno,128993.0,36.8606,-119.76228,80,229,26,33786
93726,320000.0,3,2,1200,2407 E WILLIS AVE,Fresno,California,45330,2742.7,Fresno,64176.0,36.79374,-119.76161,80,229,26,33939
93727,465000.0,4,2,1985,947 S FILBERT AVE,Fresno,California,79596,1398.4,Fresno,96940.0,36.75119,-119.69736,80,229,26,34086
93702,379950.0,4,2,1836,4056 E KERCKHOFF AVE,Fresno,California,45095,3367.5,Fresno,52908.0,36.73942,-119.75422,80,229,26,33519
93727,378990.0,3,3,1412,6273 E MOSCATO DR,Fresno,California,79596,1398.4,Fresno,96940.0,36.75119,-119.69736,80,229,26,34088
93727,431990.0,4,2,1622,6671 E SOONER DRIVE,Fresno,California,79596,1398.4,Fresno,96940.0,36.75119,-119.69736,80,229,26,34110
93705,175000.0,2,1,1068,3761 N FRUIT AVE,Fresno,California,37763,2997.0,Fresno,68819.0,36.78667,-119.82851,80,229,26,33612
93703,329044.0,2,1,1327,3943 MAYWOOD DR N,Fresno,California,32329,2621.8,Fresno,55711.0,36.76884,-119.76249,80,229,26,33538
93703,303000.0,3,2,1264,2615 E NORMAL AVE,Fresno,California,32329,2621.8,Fresno,55711.0,36.76884,-119.76249,80,229,26,33543
93703,260000.0,3,1,1146,4719 E MICHIGAN AVE,Fresno,California,32329,2621.8,Fresno,55711.0,36.76884,-119.76249,80,229,26,33536
93705,425000.0,3,2,2030,739 W FAIRMONT AVE,Fresno,California,37763,2997.0,Fresno,68819.0,36.78667,-119.82851,80,229,26,33619
93705,245000.0,2,1,996,3687 N WEST AVE,Fresno,California,37763,2997.0,Fresno,68819.0,36.78667,-119.82851,80,229,26,33626
93710,349000.0,3,2,1357,6145 N CALLISCH AVE,Fresno,California,33507,2095.9,Fresno,73774.0,36.82335,-119.76251,80,229,26,33698
93702,175000.0,2,2,871,3441 E VENTURA AVE,Fresno,California,45095,3367.5,Fresno,52908.0,36.73942,-119.75422,80,229,26,33501
