Zip Code,Price,Beds,Baths,Living Space,Address,City,State,Zip Code Population,Zip Code Density,County,Median Household Income,Latitude,Longitude,county_num,city_num,state_num,address_num
74136,350000.0,3,2,2404,7430 S RICHMOND AVE,Tulsa,Oklahoma,31154,1555.1,Tulsa,81725.0,36.06188,-95.9419,51,128,20,19489
74136,899900.0,5,5,5064,7627 S OSWEGO PL,Tulsa,Oklahoma,31154,1555.1,Tulsa,81725.0,36.06188,-95.9419,51,128,20,19472
74105,539000.0,3,3,2331,2835 E 48TH ST,Tulsa,Oklahoma,26580,1412.1,Tulsa,129169.0,36.0975,-95.9641,51,128,20,18874
74107,215000.0,3,2,1368,3139 S 61ST WEST AVE,Tulsa,Oklahoma,19812,301.4,Tulsa,64263.0,36.10737,-96.04095,51,128,20,18960
74105,1095000.0,4,4,4018,2866 E 34TH ST,Tulsa,Oklahoma,26580,1412.1,Tulsa,129169.0,36.0975,-95.9641,51,128,20,18875
74137,1195000.0,5,5,6394,10623 S OXFORD AVE,Tulsa,Oklahoma,28271,1049.5,Tulsa,150000.0,36.02038,-95.92932,51,128,20,19511
74105,249900.0,3,2,2139,5619 S ROCKFORD AVE,Tulsa,Oklahoma,26580,1412.1,Tulsa,129169.0,36.0975,-95.9641,51,128,20,18856
74106,80000.0,3,1,1104,3137 N IROQUOIS AVE,Tulsa,Oklahoma,16867,852.7,Tulsa,47992.0,36.19191,-95.98416,51,128,20,18918
74146,178900.0,3,1,974,3315 S 126TH EAST AVE,Tulsa,Oklahoma,16084,1208.9,Tulsa,53468.0,36.09784,-95.85344,51,128,20,19619
74127,80000.0,2,1,1212,1427 N ROSEDALE AVE,Tulsa,Oklahoma,16057,290.7,Osage,62058.0,36.17462,-96.04511,52,128,20,19150
74131,410000.0,3,4,2476,7205 S 81ST PLACE,Tulsa,Oklahoma,2279,91.9,Creek,93352.0,36.05172,-96.07291,53,128,20,19230
74133,450000.0,4,4,3884,9326 S 74TH EAST AVE,Tulsa,Oklahoma,47158,1332.3,Tulsa,101960.0,36.04113,-95.87955,51,128,20,19262
74133,3599000.0,5,4,3263,9705 E 93RD ST,Tulsa,Oklahoma,47158,1332.3,Tulsa,101960.0,36.04113,-95.87955,51,128,20,19287
74114,254750.0,4,3,1362,5422 E 25TH PL,Tulsa,Oklahoma,16838,1345.8,Tulsa,158773.0,36.12696,-95.94661,51,128,20,19064
74127,145000.0,2,1,680,1444 N OLYMPIA AVE,Tulsa,Oklahoma,16057,290.7,Osage,62058.0,36.17462,-96.04511,52,128,20,19178
74129,259900.0,5,3,2824,2705 S 98TH EAST AVE,Tulsa,Oklahoma,19233,1863.1,Tulsa,59645.0,36.12669,-95.8701,51,128,20,19217
74126,75000.0,4,3,2222,6243 N QUINCY AVE,Tulsa,Oklahoma,11127,178.5,Osage,53374.0,36.23502,-96.0331,52,128,20,19128
74106,140000.0,3,1,1003,218 E OKLAHOMA ST,Tulsa,Oklahoma,16867,852.7,Tulsa,47992.0,36.19191,-95.98416,51,128,20,18945
74133,439000.0,4,3,3937,6548 E 85TH ST,Tulsa,Oklahoma,47158,1332.3,Tulsa,101960.0,36.04113,-95.87955,51,128,20,19261
74105,1140000.0,4,5,4318,3311 S TROOST AVE,Tulsa,Oklahoma,26580,1412.1,Tulsa,129169.0,36.0975,-95.9641,51,128,20,18850
74105,175000.0,2,1,1020,4762 S BOSTON PL,Tulsa,Oklahoma,26580,1412.1,Tulsa,129169.0,36.0975,-95.9641,51,128,20,18861
74112,435000.0,4,2,2712,5415 E 17TH ST,Tulsa,Oklahoma,21919,1241.4,Tulsa,68714.0,36.14696,-95.90437,51,128,20,19032
74137,769000.0,4,3,4139,5004 E 108TH ST,Tulsa,Oklahoma,28271,1049.5,Tulsa,150000.0,36.02038,-95.92932,51,128,20,19571
74104,309500.0,3,1,1420,2235 E 19TH ST,Tulsa,Oklahoma,11966,1704.9,Tulsa,72028.0,36.14627,-95.9542,51,128,20,18830
74105,197500.0,3,2,1483,3227 E 57TH ST,Tulsa,Oklahoma,26580,1412.1,Tulsa,129169.0,36.0975,-95.9641,51,128,20,18900
74106,110000.0,2,2,1100,1050 N TROOST AVE,Tulsa,Oklahoma,16867,852.7,Tulsa,47992.0,36.19191,-95.98416,51,128,20,18926
74134,240000.0,3,2,1962,3605 S 130TH EAST AVE,Tulsa,Oklahoma,21719,694.6,Tulsa,97001.0,36.1106,-95.80156,51,128,20,19396
74114,698000.0,3,3,2593,2120 E 24TH ST,Tulsa,Oklahoma,16838,1345.8,Tulsa,158773.0,36.12696,-95.94661,51,128,20,19073
74105,475000.0,4,3,2231,1604 E 54TH ST,Tulsa,Oklahoma,26580,1412.1,Tulsa,129169.0,36.0975,-95.9641,51,128,20,18884
74119,220000.0,2,2,1280,205 W 17TH ST # 205G,Tulsa,Oklahoma,3071,1520.1,Tulsa,66211.0,36.14205,-95.9894,51,128,20,19112
74136,95000.0,2,2,875,6812 S TOLEDO AVE UNIT 311,Tulsa,Oklahoma,31154,1555.1,Tulsa,81725.0,36.06188,-95.9419,51,128,20,19453
