Zip Code,Price,Beds,Baths,Living Space,Address,City,State,Zip Code Population,Zip Code Density,County,Median Household Income,Latitude,Longitude,county_num,city_num,state_num,address_num
73013,349000.0,4,2,1823,4221 NW 155TH ST,Edmond,Oklahoma,56547,668.0,Oklahoma,144686.0,35.62149,-97.49614,47,119,20,18030
73013,265000.0,3,2,1553,16108 ROMEO DR,Edmond,Oklahoma,56547,668.0,Oklahoma,144686.0,35.62149,-97.49614,47,119,20,18036
73013,299999.0,3,2,1465,3341 NW 159TH ST,Edmond,Oklahoma,56547,668.0,Oklahoma,144686.0,35.62149,-97.49614,47,119,20,18065
73013,169000.0,2,2,1123,2203 NW 155TH ST,Edmond,Oklahoma,56547,668.0,Oklahoma,144686.0,35.62149,-97.49614,47,119,20,18086
73012,334900.0,4,2,2366,1300 NW 196TH ST,Edmond,Oklahoma,42003,476.0,Oklahoma,140148.0,35.66815,-97.59315,47,119,20,17971
73012,429870.0,3,2,2093,2510 NW 179TH ST,Edmond,Oklahoma,42003,476.0,Oklahoma,140148.0,35.66815,-97.59315,47,119,20,18011
73013,310000.0,3,3,1967,1712 NW 163RD CIR,Edmond,Oklahoma,56547,668.0,Oklahoma,144686.0,35.62149,-97.49614,47,119,20,18031
73012,329900.0,3,2,2205,16500 FARMINGTON WAY,Edmond,Oklahoma,42003,476.0,Oklahoma,140148.0,35.66815,-97.59315,47,119,20,18000
73013,345000.0,3,2,1995,6104 NW 152ND ST,Edmond,Oklahoma,56547,668.0,Oklahoma,144686.0,35.62149,-97.49614,47,119,20,18028
73012,580000.0,4,3,3637,1408 NW 192ND TER,Edmond,Oklahoma,42003,476.0,Oklahoma,140148.0,35.66815,-97.59315,47,119,20,17982
73013,299900.0,3,2,1926,16105 VINTAGE CT,Edmond,Oklahoma,56547,668.0,Oklahoma,144686.0,35.62149,-97.49614,47,119,20,18043
73012,245000.0,3,2,1454,18129 PIEDRA DR,Edmond,Oklahoma,42003,476.0,Oklahoma,140148.0,35.66815,-97.59315,47,119,20,17976
73012,256990.0,3,2,1257,2649 NW 199TH ST,Edmond,Oklahoma,42003,476.0,Oklahoma,140148.0,35.66815,-97.59315,47,119,20,17974
73012,369900.0,3,3,2346,18832 VISTO DR,Edmond,Oklahoma,42003,476.0,Oklahoma,140148.0,35.66815,-97.59315,47,119,20,17964
73012,460000.0,4,3,3153,18413 FELIZ DR,Edmond,Oklahoma,42003,476.0,Oklahoma,140148.0,35.66815,-97.59315,47,119,20,18016
73012,215000.0,3,2,1240,2113 NW 199TH ST,Edmond,Oklahoma,42003,476.0,Oklahoma,140148.0,35.66815,-97.59315,47,119,20,17961
73012,412500.0,5,3,2491,3021 NW 184TH TER,Edmond,Oklahoma,42003,476.0,Oklahoma,140148.0,35.66815,-97.59315,47,119,20,17992
73013,341990.0,4,2,1825,16108 BRENTON HILLS AVE,Edmond,Oklahoma,56547,668.0,Oklahoma,144686.0,35.62149,-97.49614,47,119,20,18071
73013,345900.0,4,2,1865,16212 BRENTON HILLS AVE,Edmond,Oklahoma,56547,668.0,Oklahoma,144686.0,35.62149,-97.49614,47,119,20,18072
73012,265000.0,4,2,2042,608 NW 174TH ST,Edmond,Oklahoma,42003,476.0,Oklahoma,140148.0,35.66815,-97.59315,47,119,20,17973
73013,1350000.0,4,5,4298,15608 LAGUNA DR,Edmond,Oklahoma,56547,668.0,Oklahoma,144686.0,35.62149,-97.49614,47,119,20,18029
73012,460000.0,4,4,2818,17904 HASLEMERE LN,Edmond,Oklahoma,42003,476.0,Oklahoma,140148.0,35.66815,-97.59315,47,119,20,17959
73012,525000.0,4,4,2709,512 NW 184TH TER,Edmond,Oklahoma,42003,476.0,Oklahoma,140148.0,35.66815,-97.59315,47,119,20,18015
73013,575000.0,4,4,4133,5209 NW 161ST TER,Edmond,Oklahoma,56547,668.0,Oklahoma,144686.0,35.62149,-97.49614,47,119,20,18035
73012,400000.0,4,3,2154,501 NW 188TH ST,Edmond,Oklahoma,42003,476.0,Oklahoma,140148.0,35.66815,-97.59315,47,119,20,17987
73012,639000.0,4,4,3407,19805 THORNHAVEN DR,Edmond,Oklahoma,42003,476.0,Oklahoma,140148.0,35.66815,-97.59315,47,119,20,17984
73013,275000.0,3,2,1997,15405 SWALLOWTAIL RD,Edmond,Oklahoma,56547,668.0,Oklahoma,144686.0,35.62149,-97.49614,47,119,20,18066
73013,537340.0,5,4,3285,16108 VERMILLION DR,Edmond,Oklahoma,56547,668.0,Oklahoma,144686.0,35.62149,-97.49614,47,119,20,18040
73013,215000.0,3,2,1202,1809 NW 146TH ST,Edmond,Oklahoma,56547,668.0,Oklahoma,144686.0,35.62149,-97.49614,47,119,20,18062
73013,398500.0,4,3,2712,920 GLENEAGLES DR,Edmond,Oklahoma,56547,668.0,Oklahoma,144686.0,35.62149,-97.49614,47,119,20,18077
73013,414900.0,3,2,2100,6404 NW 157TH ST,Edmond,Oklahoma,56547,668.0,Oklahoma,144686.0,35.62149,-97.49614,47,119,20,18060
73013,357900.0,4,2,1963,16216 BRENTON HILLS AVE,Edmond,Oklahoma,56547,668.0,Oklahoma,144686.0,35.62149,-97.49614,47,119,20,18046
73012,210000.0,3,2,1420,17513 WOODSORREL RD,Edmond,Oklahoma,42003,476.0,Oklahoma,140148.0,35.66815,-97.59315,47,119,20,18012
73012,264900.0,3,2,1533,2548 NW 179TH ST,Edmond,Oklahoma,42003,476.0,Oklahoma,140148.0,35.66815,-97.59315,47,119,20,17986
73012,845000.0,4,4,4266,16720 RUGOSA ROSE DR,Edmond,Oklahoma,42003,476.0,Oklahoma,140148.0,35.66815,-97.59315,47,119,20,18007
73013,1165000.0,4,5,4992,12125 CARDINAL LN,Edmond,Oklahoma,56547,668.0,Oklahoma,144686.0,35.62149,-97.49614,47,119,20,18025
73012,294990.0,3,2,1520,18001 SUNNY STONE CT,Edmond,Oklahoma,42003,476.0,Oklahoma,140148.0,35.66815,-97.59315,47,119,20,17967
73012,295000.0,4,2,1818,3349 NW 177TH CT,Edmond,Oklahoma,42003,476.0,Oklahoma,140148.0,35.66815,-97.59315,47,119,20,17991
73012,379900.0,4,3,2770,1121 NW 195TH ST,Edmond,Oklahoma,42003,476.0,Oklahoma,140148.0,35.66815,-97.59315,47,119,20,18019
73013,403315.0,4,2,1850,16016 THISTLE TER,Edmond,Oklahoma,56547,668.0,Oklahoma,144686.0,35.62149,-97.49614,47,119,20,18068
73012,225000.0,3,2,1922,17108 SUNNY HOLLOW RD,Edmond,Oklahoma,42003,476.0,Oklahoma,140148.0,35.66815,-97.59315,47,119,20,17966
73012,349000.0,4,2,1968,19220 BLANCO DR,Edmond,Oklahoma,42003,476.0,Oklahoma,140148.0,35.66815,-97.59315,47,119,20,17996
